income,race,sex,marital.status,relationship,education,hours.per.week,capital.loss,capital.gain,education.num,fnlwgt,age
<=50K,White,Female,Divorced,Not-in-family,Bachelors,22.91350077924891,2438.618450575622,23967.66572610289,13.0,1084075.0220874227,49.21010283765503
>50K,White,Male,Married-civ-spouse,Husband,Masters,7.694543506112389,1473.3705989914513,93959.860770664,14.0,151967.78635153553,23.60719877691836
<=50K,White,Female,Married-civ-spouse,Husband,Some-college,47.381658715776574,4145.844650864617,97887.90508315401,10.0,1395453.0756988684,70.97470664472462
<=50K,Black,Female,Divorced,Unmarried,Some-college,48.804909613836706,1828.9924083334806,90382.3525268022,10.0,131803.69970889454,73.24277223748464
<=50K,White,Male,Married-civ-spouse,Husband,HS-grad,87.60937503678282,1391.0915699117809,93205.79158348076,9.0,1095824.934516004,70.65417805809793
<=50K,Other,Female,Married-civ-spouse,Husband,HS-grad,24.876896284342585,2345.6970419474533,57447.22914692452,9.0,294847.6066763405,21.26624880295075
>50K,White,Male,Married-civ-spouse,Husband,Bachelors,15.901398769733255,1880.4755627094805,75767.21674742774,13.0,989553.4898412577,69.78015911680971
<=50K,White,Female,Never-married,Not-in-family,Assoc-voc,50.531663171653946,2087.4957570711404,41832.82120588344,11.0,172532.86302425517,87.3760178333068
>50K,White,Male,Married-civ-spouse,Husband,Masters,6.79336589610187,439.6325354876761,8835.0053683605,14.0,298678.8457046518,78.966702353526
<=50K,White,Female,Divorced,Unmarried,Bachelors,69.81261076950632,234.65931374602556,26983.042185707855,13.0,560107.3673602293,34.85406574509068
<=50K,White,Male,Never-married,Own-child,HS-grad,27.88126591020503,2382.381850126359,71219.81390355167,9.0,1154061.8741474787,27.929750840242527
<=50K,White,Male,Never-married,Own-child,Assoc-acdm,75.06593226706786,1106.7707080511123,95089.94276218666,12.0,323970.6202292033,48.95247514010868
<=50K,White,Male,Married-civ-spouse,Husband,12th,62.1923458895819,2018.5737669630264,5889.833551076238,8.0,107865.1042631368,47.80765113151263
<=50K,Black,Female,Never-married,Not-in-family,HS-grad,97.15183457224767,4101.431362138824,70611.40755290292,9.0,732463.6274966424,70.41020887729881
<=50K,White,Male,Never-married,Not-in-family,HS-grad,16.116274974785163,2048.0443958010806,54037.158111775614,9.0,577151.2405827597,28.506963194650822
<=50K,White,Female,Never-married,Not-in-family,HS-grad,38.66095579413852,3292.9345504410326,22256.355714170353,9.0,1013457.9132618228,36.059870746631475
<=50K,White,Female,Married-civ-spouse,Husband,HS-grad,3.328161361469178,366.23434281202907,56140.90973638762,9.0,1186098.182825965,38.76305679927975
>50K,White,Male,Married-civ-spouse,Husband,Bachelors,90.99663637997556,1313.147831329739,65631.6801899448,13.0,891094.3081114555,29.985036593794533
<=50K,White,Male,Widowed,Not-in-family,10th,93.35391090213889,752.6956480268308,70622.57253635667,6.0,196003.93527556706,32.88375863088813
<=50K,White,Male,Married-spouse-absent,Not-in-family,7th-8th,33.89091103768631,557.7051388237013,1818.7255233755177,4.0,97495.93469975064,34.390419984735736
<=50K,White,Male,Married-civ-spouse,Husband,HS-grad,35.952879777556255,3037.297228300132,31833.695545059312,9.0,1137224.4191875928,70.52390591991127
>50K,White,Male,Married-civ-spouse,Husband,HS-grad,45.20114679249043,1299.2147500611504,48453.68285133924,9.0,135385.472098933,35.35842234819047
<=50K,Black,Female,Never-married,Own-child,Bachelors,26.951150078525668,2158.4809189281154,97375.93686511902,13.0,167954.08716781644,82.8670318152397
>50K,White,Male,Divorced,Unmarried,Some-college,40.51235050725726,3324.5679040879113,65281.89787319743,10.0,906506.4403419897,77.94348853548013
<=50K,White,Male,Married-spouse-absent,Unmarried,10th,3.461349563471959,1247.3177415813814,8623.819276211885,6.0,167167.74698673846,57.167713105044434
<=50K,White,Female,Never-married,Not-in-family,HS-grad,22.499551022226683,2240.878315774909,46128.78907437951,9.0,336583.80668285367,44.99219250103749
<=50K,White,Male,Separated,Not-in-family,Some-college,92.55397034972712,824.5125321739688,32149.118206142222,10.0,1269687.632220324,37.73188665916759
<=50K,White,Male,Divorced,Unmarried,Some-college,83.64901690301761,2197.1626684028715,40049.73966490176,10.0,1049169.572928307,86.89537030340733
<=50K,White,Male,Widowed,Not-in-family,Bachelors,46.606689512366245,857.0289894317539,63701.76452637312,13.0,525308.7412650128,45.19475926838599
<=50K,White,Male,Never-married,Not-in-family,Bachelors,79.30204995575393,1713.886455205397,69676.53145175906,13.0,891442.5653598374,73.28344872061575
<=50K,White,Female,Divorced,Unmarried,Bachelors,96.43583802366959,2681.635754095072,54054.38098747126,13.0,1130588.6653865655,54.18044362121607
<=50K,Black,Male,Divorced,Not-in-family,Some-college,79.32687183760322,3808.6050025500335,20177.698854492257,10.0,711605.545603635,31.141996955037847
<=50K,White,Female,Never-married,Own-child,Some-college,74.3489334418655,2010.7798535177046,92724.348185504,10.0,205201.5225752166,80.22269188474218
>50K,White,Male,Married-civ-spouse,Husband,Some-college,67.42435704609035,380.1659797962329,61453.10576416444,10.0,637923.7820453543,78.16802206737395
<=50K,White,Female,Never-married,Own-child,Bachelors,79.21517196051741,78.83887210054074,28909.479654660685,13.0,984796.4347822791,78.45198818462248
<=50K,White,Male,Never-married,Not-in-family,HS-grad,21.18802981272718,1954.9746593651655,48291.767729073945,9.0,104470.65825770909,53.96554666913826
<=50K,White,Female,Married-civ-spouse,Husband,HS-grad,5.403015249242246,2036.010006970612,71065.23313490597,9.0,165914.5002896275,56.50306886145269
<=50K,White,Male,Never-married,Other-relative,5th-6th,75.43887670995086,1461.6839434901938,2638.827132518226,3.0,297607.36383886356,42.34666492346972
<=50K,White,Female,Never-married,Own-child,HS-grad,41.90899355592281,488.2320817838737,27549.392357314904,9.0,40538.869991380125,21.730433229734025
<=50K,White,Female,Never-married,Own-child,HS-grad,6.315997272562676,98.81157610932743,67324.22170484498,9.0,1019003.9807907438,67.61372655324251
<=50K,Black,Male,Divorced,Not-in-family,HS-grad,16.899079427182407,2668.9463896598672,72040.43894510868,9.0,862601.5559651903,35.8120787966933
<=50K,Asian-Pac-Islander,Male,Divorced,Unmarried,HS-grad,10.018423695420013,4267.358265317044,23914.994641374284,9.0,672918.6937911705,53.268193643908916
>50K,White,Male,Married-civ-spouse,Husband,Doctorate,82.18391080916103,754.8706502029524,18124.002574189457,16.0,136167.6741729861,26.65670047264286
<=50K,Asian-Pac-Islander,Female,Never-married,Other-relative,HS-grad,36.94770832752717,99.30947172167537,82907.7050467694,9.0,1175269.040028013,32.77803724394906
>50K,White,Male,Married-civ-spouse,Husband,Some-college,67.24993294830242,437.12716872341065,72226.17699455761,10.0,765005.3938100717,42.02973252402625
<=50K,White,Male,Divorced,Unmarried,Some-college,65.06411751160545,3242.632064286922,36463.43938457611,10.0,300232.99548616156,75.53798154454302
<=50K,White,Male,Never-married,Not-in-family,Bachelors,58.20419130728612,1541.998442337785,77539.41744922863,13.0,241772.63297991466,27.859438871786168
<=50K,White,Female,Divorced,Not-in-family,Some-college,90.19850395832165,3190.039510895785,64531.236508938455,10.0,1355154.6686862914,37.14302386798991
>50K,White,Male,Married-civ-spouse,Husband,Doctorate,51.701575068590415,3011.4134714876664,74297.64399247592,16.0,228844.07248701583,80.30090666586706
<=50K,White,Female,Married-civ-spouse,Husband,10th,54.304562093595415,472.96996021428686,39768.211810690875,6.0,175688.62437939207,83.49417796544168
>50K,White,Male,Married-civ-spouse,Husband,HS-grad,85.24295140627657,634.293683094591,44666.44672559765,9.0,1234032.0751396944,66.90051630176981
<=50K,White,Male,Never-married,Own-child,Bachelors,45.155298887939175,278.78899194623125,31544.064824100136,13.0,1100727.8791365745,81.00246891332448
<=50K,White,Male,Widowed,Not-in-family,7th-8th,35.818906081761625,1303.804579901316,4763.867621334576,4.0,352707.07804088324,37.370075319668786
>50K,White,Male,Married-civ-spouse,Husband,Masters,77.58031910483783,17.896051094940045,67214.00985582799,14.0,255777.63186852148,27.46657287135759
<=50K,White,Female,Never-married,Not-in-family,Some-college,87.41498316867728,139.13063227378507,80046.58492502541,10.0,28836.191216909276,39.10036710491336
>50K,Black,Male,Married-civ-spouse,Husband,HS-grad,74.52238138917713,3413.330901438048,70841.83362847957,9.0,948363.8599110995,39.24268248630807
<=50K,White,Male,Never-married,Own-child,Some-college,70.88838076870503,4132.8756842024995,61457.29895667217,10.0,919286.9074232324,82.88762607118251
<=50K,White,Female,Separated,Own-child,HS-grad,51.21707717056105,1797.5762005910274,79853.18652497692,9.0,257462.5132338471,44.31144703567553
<=50K,Black,Female,Married-civ-spouse,Husband,Masters,35.412482756937514,1163.8300043573154,29931.867759229775,14.0,703301.8033368012,51.545364691787334
>50K,White,Female,Never-married,Not-in-family,Masters,63.84267529500036,394.5637211126762,94917.63631165923,14.0,63780.42465493791,18.801534926173098
<=50K,White,Male,Married-civ-spouse,Husband,Some-college,13.420238884131557,2990.9908238463436,64908.22472501318,10.0,1053546.7768119294,87.61235126558724
<=50K,White,Male,Married-civ-spouse,Husband,9th,24.222837706626784,1784.336895616133,2156.884490565977,5.0,606775.5966660851,70.7302500834248
<=50K,Asian-Pac-Islander,Female,Never-married,Not-in-family,HS-grad,75.98787275070477,1486.7098905428807,8794.62820906736,9.0,397104.48134034977,33.28108592415778
>50K,Black,Male,Married-civ-spouse,Husband,Bachelors,4.832544283835019,867.9236897771684,38993.63035127819,13.0,1129526.5860605238,55.013460919349846
<=50K,White,Female,Never-married,Not-in-family,Assoc-voc,27.724841953808802,681.4369707072265,42900.82223675541,11.0,140931.596595577,26.200845165653
<=50K,White,Female,Divorced,Not-in-family,Assoc-voc,33.798782648624055,1171.9695993704286,12698.086809304134,11.0,167428.04322332764,34.03591329312901
<=50K,Black,Female,Never-married,Own-child,Bachelors,36.83408341191737,316.5366859386643,43063.93485859578,13.0,984600.9710778301,58.61642662299129
<=50K,White,Male,Divorced,Not-in-family,Some-college,98.90026481472631,3041.0073807442977,28447.0083340013,10.0,1248951.565171967,88.44291800393329
<=50K,White,Male,Never-married,Unmarried,Some-college,19.676917035154325,1488.445414288238,92823.58660428935,10.0,1100091.3559850326,32.298093515831134
<=50K,Black,Male,Never-married,Not-in-family,Some-college,80.43075631660246,3844.0183047029504,1567.9811040315524,10.0,580588.7632222683,45.133552228748385
<=50K,White,Male,Married-civ-spouse,Husband,Bachelors,59.76253153762226,2700.843307283442,34447.22348487579,13.0,372269.6603207183,47.79145465341361
<=50K,White,Male,Never-married,Not-in-family,Some-college,75.1762378230702,1450.235620984106,88661.34562583987,10.0,1242662.9001894519,68.96597986323985
<=50K,White,Female,Married-civ-spouse,Husband,HS-grad,27.108813017234088,621.3666523815784,26313.468162596015,9.0,1185947.7995482862,51.99577771269513
>50K,White,Male,Married-civ-spouse,Husband,Bachelors,14.587360853496017,108.24392332298777,8864.078303105183,13.0,632017.7302493318,32.852042288781114
<=50K,Black,Female,Divorced,Own-child,9th,85.19007230105888,122.13345601884677,34143.052033271975,5.0,105087.56868216823,31.92158027359845
<=50K,White,Male,Never-married,Own-child,Bachelors,94.27610815652042,2210.1407531640007,71223.27443728005,13.0,176208.29083002833,82.79332610598482
<=50K,Asian-Pac-Islander,Male,Never-married,Not-in-family,Some-college,96.12525969108363,423.0235303877228,15087.78518924809,10.0,1338852.6773555912,40.19961675602431
<=50K,White,Female,Separated,Not-in-family,Some-college,61.03428121928949,3984.7355687394193,27999.861355422494,10.0,971528.1215481545,79.20737248083341
>50K,White,Male,Married-civ-spouse,Husband,Some-college,9.056903607370348,1450.251421200702,45203.88267006143,10.0,1167753.2050166,71.23593882531848
>50K,White,Male,Married-civ-spouse,Husband,Masters,86.88345308356587,1021.3112162406273,68202.26930037528,14.0,76205.7565489895,30.05227133733142
<=50K,Black,Male,Divorced,Not-in-family,10th,8.179862200095359,3620.0428946774987,34158.63223677001,6.0,160054.21742921777,82.54719130675305
<=50K,White,Female,Married-civ-spouse,Husband,11th,49.9802441073196,1641.8954215622657,324.4863426963203,7.0,60514.49770261512,58.742745085679864
<=50K,White,Female,Never-married,Not-in-family,HS-grad,9.451314503517116,2950.0944306279457,47031.96869601873,9.0,154517.23010961886,56.75105442636132
>50K,White,Female,Married-civ-spouse,Husband,Some-college,31.473947513735116,3912.489840574703,81557.19708582663,10.0,140545.73898994413,29.041141656110213
<=50K,White,Male,Married-civ-spouse,Husband,HS-grad,26.579476317014915,177.2367018053541,41878.10835987436,9.0,244336.28427837076,79.44886246435675
<=50K,White,Male,Never-married,Not-in-family,10th,44.19814700646833,3525.1707775699624,82002.99212041304,6.0,370673.5920208892,56.92256965725487
<=50K,White,Female,Never-married,Own-child,HS-grad,63.229105751798905,3047.546751555399,60963.51487405507,9.0,481410.17389231775,72.08448724174987
<=50K,White,Male,Never-married,Not-in-family,12th,52.487102820216016,1099.165868987986,2818.9303907887256,8.0,304259.02938077494,17.292427544840532
<=50K,White,Male,Married-civ-spouse,Husband,9th,24.960488985928137,549.6088743956623,33204.87800262394,5.0,331929.12833922234,83.56309796233249
>50K,White,Female,Married-civ-spouse,Husband,Masters,43.088896437261134,2582.642993299827,24696.31003027393,14.0,568774.8085457827,69.73030887159123
<=50K,Other,Female,Divorced,Not-in-family,HS-grad,88.56307579487475,2517.617459884126,42015.21255051101,9.0,96611.40155294556,25.34694078949404
<=50K,White,Male,Never-married,Own-child,10th,67.31056750007357,3422.9235834416236,16235.80846777847,6.0,73436.8898276189,58.349331622895285
<=50K,White,Male,Married-civ-spouse,Husband,11th,17.44960892619423,1498.5126091910195,1476.1267353506526,7.0,72285.71001647424,31.291871448365463
<=50K,Black,Male,Never-married,Own-child,HS-grad,7.847481158097252,3738.962743090438,20313.72696698139,9.0,114034.11852941626,31.089283018944762
<=50K,White,Male,Separated,Unmarried,Some-college,18.581654181205973,2015.2288268799516,6253.27663438505,10.0,682374.717019323,75.90026857759018
<=50K,White,Male,Married-civ-spouse,Husband,7th-8th,81.68100634987624,869.2106414290694,4135.875315768893,4.0,126293.71033518281,24.462720253203457
<=50K,White,Male,Divorced,Other-relative,HS-grad,47.65070846771023,313.62693013253175,90453.25384627703,9.0,907271.3030741723,64.49904021375099
<=50K,Black,Female,Divorced,Unmarried,Assoc-acdm,92.35866415390848,1985.382044967303,68967.47486207544,12.0,1285643.9052953874,44.16757163222705
<=50K,White,Female,Divorced,Not-in-family,Some-college,75.53593408256548,2529.473849366279,36091.89266076533,10.0,570140.2262303692,74.04135233616836
<=50K,White,Female,Married-civ-spouse,Husband,Assoc-acdm,95.79175305547889,71.68049513798279,79973.26560349429,12.0,640217.400750042,74.7935988069332
<=50K,White,Male,Divorced,Unmarried,Assoc-acdm,73.68307229784952,317.04471070930043,36206.04507235064,12.0,1211429.216049362,18.534528910692043
<=50K,White,Male,Divorced,Unmarried,HS-grad,93.25046075500428,1024.9447229475586,38533.2185764338,9.0,1077962.7818532966,46.455534192298536
>50K,White,Female,Married-civ-spouse,Husband,Bachelors,7.065285723404318,2341.881318459808,71823.40295430491,13.0,1099118.8182910196,72.52040871780306
<=50K,White,Female,Never-married,Not-in-family,HS-grad,15.05793316497097,1814.2136513931189,98416.4959410499,9.0,1254110.5383679527,48.22691409338982
>50K,White,Male,Married-civ-spouse,Husband,Masters,20.65633598888536,2309.0459545773524,71910.62343132577,14.0,407172.42580685765,55.786598621404686
<=50K,White,Female,Never-married,Own-child,Some-college,34.24262900218573,208.61203412961547,5673.698143150404,10.0,1162565.93790521,88.54840163021255
<=50K,Black,Female,Divorced,Unmarried,Bachelors,78.84406536627296,1536.2895904466898,3813.393350017287,13.0,479076.87824678293,36.952760180500775
<=50K,White,Female,Married-civ-spouse,Husband,HS-grad,97.45095426255122,2158.2725325669976,69200.32795200452,9.0,435308.6158908899,88.60258680932242
>50K,White,Male,Married-civ-spouse,Husband,Prof-school,91.09792175056114,2472.130725674599,30983.518343839933,15.0,51776.54009474645,57.3522733439065
>50K,White,Male,Married-civ-spouse,Husband,Bachelors,43.770807653932884,865.3021318674759,92727.24508903737,13.0,704884.7061743961,24.49268406801859
<=50K,White,Female,Married-civ-spouse,Husband,HS-grad,66.40048466091575,1978.1487697914213,51444.08484306109,9.0,810164.914978128,17.757219787513794
<=50K,Black,Male,Married-civ-spouse,Husband,11th,20.120794318933115,2017.3934806056336,2941.3235126056256,7.0,308019.4819333403,19.37667321650885
<=50K,White,Male,Never-married,Own-child,10th,58.29904320207363,1744.2687569620648,91682.49501654014,6.0,79674.29707356342,67.42256226374539
<=50K,Black,Male,Never-married,Own-child,HS-grad,46.238889554298794,418.1159123414944,21609.705157491146,9.0,908493.8185983243,69.73793575199409
>50K,White,Male,Married-civ-spouse,Wife,Assoc-voc,61.964565299181025,38.029426179955585,86767.36396198005,11.0,191584.054918176,29.44475182810345
<=50K,White,Female,Married-civ-spouse,Husband,HS-grad,72.49607116897815,1734.1537895859158,77443.38270757213,9.0,1215559.3836715084,74.81201920684131
<=50K,White,Male,Never-married,Own-child,Some-college,4.643684279302166,3735.6342479822893,15495.055016785349,10.0,369000.95173627784,71.8401981395218
>50K,White,Male,Divorced,Unmarried,Some-college,3.702627350221926,3189.059748252055,33937.333589779846,10.0,1121590.2689668953,52.34133630697884
<=50K,White,Female,Divorced,Not-in-family,HS-grad,11.769800441623719,532.8016977216496,34854.30975269213,9.0,504444.47440981073,81.62349373545776
<=50K,White,Female,Never-married,Unmarried,Bachelors,27.14749437092872,2558.492454232523,23632.451983328843,13.0,1051343.3847943933,79.87339499180666
<=50K,White,Female,Never-married,Own-child,Some-college,13.69813680058891,317.51419529445405,71700.51352696221,10.0,539332.6696273073,17.892557621841213
<=50K,Asian-Pac-Islander,Male,Never-married,Not-in-family,10th,81.33481451646432,3307.7042512658077,46924.57264645424,6.0,379539.26582788955,18.221332494758766
<=50K,White,Female,Married-civ-spouse,Husband,Assoc-voc,52.1682361583828,2278.081846966688,28446.996108329193,11.0,34938.54028631491,20.91547155048911
<=50K,Asian-Pac-Islander,Female,Married-civ-spouse,Husband,HS-grad,17.744188068508624,1717.2144452058371,17933.740591221802,9.0,889166.4040808916,49.66832825038446
<=50K,White,Male,Married-civ-spouse,Husband,HS-grad,81.05499866145726,4303.95473905504,80516.23718807044,9.0,905297.6585637645,39.90306230632389
<=50K,White,Male,Never-married,Own-child,Bachelors,23.595957498839965,1863.2961943099042,73679.98772586384,13.0,587919.4346114809,34.040030071573256
<=50K,White,Female,Married-civ-spouse,Husband,HS-grad,34.80140970455766,1901.760023489687,90888.42778378146,9.0,522710.1100105897,56.103552485490034
<=50K,White,Female,Divorced,Unmarried,HS-grad,3.5683289509046565,2086.669202253153,22225.72207336262,9.0,600483.1163318312,23.150084088695728
<=50K,White,Male,Never-married,Not-in-family,Doctorate,27.489136670761265,3262.8072744280557,57355.364084234876,16.0,285884.59665095306,27.85187041345448
<=50K,White,Male,Never-married,Not-in-family,HS-grad,95.17422335177966,1139.7160424471385,10818.830287328768,9.0,1228572.1516028736,58.29374597997828
<=50K,White,Female,Married-civ-spouse,Husband,Masters,72.62848524558198,880.4115194891638,5258.719964624221,14.0,506654.06656268315,82.18337342676506
<=50K,White,Male,Married-civ-spouse,Husband,7th-8th,27.361098088002535,59.892510498711715,5098.167480804419,4.0,136694.57519155135,73.45790131443775
<=50K,White,Male,Widowed,Unmarried,5th-6th,36.977473338752,1853.730207621897,6375.822727957444,3.0,284044.9671815259,62.280325403289666
<=50K,White,Male,Never-married,Not-in-family,Some-college,55.14885823842347,1641.4534721341904,44483.60356744106,10.0,392362.42572899075,42.19322594988441
>50K,White,Male,Married-civ-spouse,Husband,HS-grad,56.36865842929985,2869.2279246198364,14753.410969360237,9.0,1260577.9696845294,30.25779822730332
<=50K,Other,Female,Never-married,Not-in-family,Some-college,49.22341434536361,2863.9261824997157,55808.86323181729,10.0,816986.796480286,23.363485907104987
>50K,White,Male,Married-civ-spouse,Husband,HS-grad,85.29540713302534,2762.051682458019,93987.3973912637,9.0,25883.47433349622,64.6468312123475
>50K,White,Male,Married-civ-spouse,Husband,Bachelors,65.57165566807238,927.5194734841281,16958.90450372069,13.0,700572.5251536722,24.519025601453542
<=50K,White,Male,Never-married,Own-child,Assoc-acdm,74.03394204722953,1899.2614832297104,27717.52639057095,12.0,1283305.503513552,22.787045702840835
<=50K,White,Male,Married-civ-spouse,Husband,HS-grad,12.528018048380437,59.04334509300093,70719.11278001992,9.0,615622.3979423852,81.43267761790509
<=50K,White,Male,Married-civ-spouse,Husband,Some-college,91.86139669016013,3327.0217195009154,41987.76663931242,10.0,860794.4017255685,73.58646264935024
<=50K,White,Female,Married-civ-spouse,Husband,Bachelors,72.84300783591979,501.30790969503323,91123.24199007743,13.0,517630.0094708998,88.84455318976899
>50K,White,Male,Never-married,Not-in-family,Some-college,34.19964841345606,1545.6211193130328,5985.616348851509,10.0,843483.0729942678,64.36197160020666
<=50K,White,Male,Divorced,Unmarried,Some-college,18.791362137550934,2286.0665268264165,10816.774102779564,10.0,507061.76980849024,69.29812826593562
<=50K,White,Female,Never-married,Not-in-family,HS-grad,9.89123934974009,1032.0873816038695,24364.299518337077,9.0,666717.6712737012,80.70655385404007
<=50K,White,Female,Never-married,Own-child,Some-college,26.62628899903375,2116.943290665172,44505.791425685915,10.0,451100.3102950968,65.79396193127823
>50K,White,Male,Married-civ-spouse,Own-child,Assoc-acdm,53.32752206749198,412.2990473550325,10041.366069489573,12.0,181872.69023943564,30.353118511394936
<=50K,White,Male,Widowed,Not-in-family,Bachelors,97.7693884730476,1481.9362840271006,49342.222458610704,13.0,816627.9452997705,61.18708948954744
<=50K,White,Male,Divorced,Unmarried,HS-grad,71.21443387365433,3275.087282977059,64811.82899438939,9.0,1258717.2484691544,80.33531524401303
>50K,White,Male,Married-civ-spouse,Husband,Bachelors,78.41241892947677,1349.4985855199175,28402.859263166974,13.0,1073353.6425459073,41.81716972044007
<=50K,White,Male,Married-civ-spouse,Husband,11th,95.87517054864921,1854.173092981549,545.4049144301166,7.0,660590.4079468962,70.11443661719147
<=50K,White,Female,Married-civ-spouse,Husband,7th-8th,2.812607881424708,1110.6838817657024,7103.204168394871,4.0,490923.41398541577,78.7147518925513
<=50K,Black,Male,Never-married,Own-child,9th,27.810404366014325,1625.1078702700577,97606.81527206588,5.0,497584.4574642519,82.80801546871602
<=50K,White,Male,Never-married,Unmarried,Bachelors,4.261481942279589,2386.861051870376,11916.52176970687,13.0,658003.6886593152,81.03703453900178
<=50K,White,Female,Never-married,Own-child,Bachelors,7.713711541750283,1157.664671898869,81014.37616174784,13.0,718883.1579054652,62.18381265233675
<=50K,White,Male,Never-married,Not-in-family,Some-college,44.20701890203705,3338.0671165379517,93659.18371453517,10.0,572826.2873120967,82.05944658511532
>50K,White,Male,Married-civ-spouse,Husband,Bachelors,40.09874544118229,349.6364495137944,8021.361710038484,13.0,726808.6328954222,25.153610558659736
<=50K,White,Female,Never-married,Other-relative,Some-college,40.914727503912076,4112.300716067541,62772.421866909244,10.0,983160.1053288305,53.19569262503972
<=50K,White,Male,Widowed,Unmarried,10th,51.60585379042943,1416.4232660981465,76961.50305145993,6.0,106837.0071967279,69.34188582127334
<=50K,White,Female,Divorced,Not-in-family,Some-college,51.729320895728144,1332.834627434965,54723.00539779928,10.0,307296.3596564443,79.10601169146767
>50K,White,Male,Married-civ-spouse,Husband,Bachelors,59.880431711429665,2596.0740451188185,28535.365567438403,13.0,21436.668163911705,38.723551810948734
>50K,White,Male,Married-civ-spouse,Husband,HS-grad,24.834228741573416,3680.9489833504304,44533.22018125284,9.0,833560.5293250519,76.7298077654006
<=50K,White,Male,Widowed,Not-in-family,HS-grad,39.97705352570972,3164.6856015519143,82676.40820398602,9.0,869776.901054562,45.90618597281055
<=50K,Black,Male,Married-civ-spouse,Husband,Some-college,61.33668283888602,941.307090553056,59653.13738591263,10.0,880240.9979114861,72.35995159559647
<=50K,White,Male,Never-married,Own-child,HS-grad,81.03088716085803,1370.000269053088,22753.895175743,9.0,1216661.535743347,77.53561473812408
>50K,White,Female,Married-civ-spouse,Husband,HS-grad,35.137434097419884,3104.773062336318,78786.04060894373,9.0,971623.5814027947,35.50037068368462
<=50K,White,Male,Divorced,Unmarried,HS-grad,27.391264665620934,2334.1272263475366,57380.93615332139,9.0,576270.9220446723,72.44470331380927
<=50K,White,Female,Never-married,Not-in-family,10th,36.85539790608593,2829.5358372956216,31337.5346695789,6.0,129528.92320262223,79.3447745772074
>50K,White,Male,Married-civ-spouse,Husband,Some-college,31.029063066832418,4015.280400801395,20344.173163771964,10.0,1109576.767067624,32.13559951665029
<=50K,White,Male,Divorced,Not-in-family,HS-grad,19.432216597790376,3999.90763691612,34793.26394667345,9.0,1016736.6027459893,25.85952516257649
<=50K,White,Male,Divorced,Not-in-family,Some-college,9.948046930640459,147.5631411995868,38253.6492648662,10.0,962954.998422861,49.45968625501791
>50K,White,Male,Married-civ-spouse,Husband,Some-college,7.1030017425170655,1399.852958328574,8464.043591692414,10.0,1431668.0441632497,19.27172792814574
<=50K,White,Male,Divorced,Unmarried,10th,92.67276909022848,1905.479006721063,63231.12121164565,6.0,129239.14813107326,85.90761013569492
<=50K,White,Male,Never-married,Own-child,Some-college,86.57780111253179,3125.4254159776565,93920.73081311153,10.0,395548.0420285413,46.292933221957504
<=50K,White,Female,Widowed,Unmarried,HS-grad,84.19287512626384,2135.1803892932803,4928.788444955713,9.0,331357.74125827913,38.79430038568039
<=50K,White,Male,Never-married,Not-in-family,Some-college,66.19375502833235,93.90555359327772,43900.4435585382,10.0,1244583.7797913207,75.54945840342981
<=50K,White,Male,Never-married,Own-child,Some-college,33.46079411965644,3326.4931528232387,16277.131826577877,10.0,608002.5292765202,23.996090433197576
>50K,White,Male,Married-civ-spouse,Husband,Doctorate,93.11101416656366,1184.7827310043601,22389.848765536608,16.0,95759.55629126733,65.99914940879134
<=50K,White,Male,Married-civ-spouse,Husband,HS-grad,57.72225012330577,3138.5811862783994,56390.002698141776,9.0,977566.1807450264,77.8334978498855
>50K,Black,Male,Married-civ-spouse,Husband,HS-grad,87.1932050282321,3170.577014156388,36789.9396101912,9.0,1026233.9905155161,18.21167084230847
>50K,White,Male,Married-civ-spouse,Husband,Masters,13.985244191651446,183.11688883065793,68241.43906437287,14.0,101285.76289569408,47.590568964701006
<=50K,White,Male,Never-married,Not-in-family,Assoc-acdm,56.13880873379542,2725.972255676379,42233.62034422635,12.0,271501.5521535692,27.017809839828757
<=50K,White,Female,Divorced,Not-in-family,Bachelors,4.644201332356828,47.929776776791925,61239.640134464775,13.0,224451.45207503572,77.53973788828405
<=50K,White,Male,Never-married,Own-child,Masters,38.81646913080117,2698.7868372288285,73125.46268672452,14.0,595573.6155128808,58.510537963397155
<=50K,White,Female,Never-married,Own-child,HS-grad,10.509968158840671,2452.423968574385,41753.847884660514,9.0,1216653.565119144,47.49386668013688
<=50K,White,Male,Never-married,Not-in-family,Some-college,10.696730349509288,269.183054729251,60430.940862463,10.0,503759.73555092554,58.31187575844537
<=50K,White,Female,Divorced,Unmarried,Some-college,6.224748477539216,1989.0477378053777,70211.28847021493,10.0,75898.93362999742,52.730549595587576
<=50K,White,Male,Married-spouse-absent,Own-child,HS-grad,22.464707871375232,1076.488832851049,76018.20997084538,9.0,714712.303769723,21.803759944500584
<=50K,White,Male,Never-married,Own-child,HS-grad,42.9108908798675,183.27632779157355,694.472611020494,9.0,971813.567984767,23.816947287617488
<=50K,White,Male,Married-civ-spouse,Husband,HS-grad,17.107245003318905,3073.9834493022286,1292.435419801548,9.0,332269.09560796147,45.47138548356401
>50K,White,Male,Married-civ-spouse,Husband,HS-grad,28.997422597918714,182.90738847930015,17515.023183746307,9.0,1069351.5955057167,21.868032629912165
<=50K,White,Female,Separated,Unmarried,HS-grad,62.152102651538506,1621.1866956452693,79639.82613830485,9.0,610643.1608039385,73.58497536536683
