Seniority,Dept,Education,PerfEval,Gender,JobTitle,Bonus,BasePay,Age
1,Management,High School,1,Male,Manager,5993.567479033916,104852.26860346635,58.536898093928116
5,Management,College,3,Female,Sales Associate,6716.713100470464,61631.379040063744,39.97464605042401
5,Management,College,5,Male,Manager,6175.811846077368,82638.68681825395,18.192384849231747
2,Sales,PhD,2,Female,Data Scientist,4265.049606695751,40775.95508215387,30.808404481801613
3,Engineering,High School,1,Male,Manager,3345.6015826092303,70879.49349073264,49.024869876832426
5,Management,PhD,4,Male,Software Engineer,5882.753638055261,77519.34693023966,64.36789868237184
5,Engineering,Masters,2,Male,Graphic Designer,8845.503386225995,75848.63159612541,64.74579633456999
5,Sales,Masters,5,Female,Marketing Associate,7097.510959065159,92072.52628767527,58.71519243155505
2,Management,High School,5,Male,Marketing Associate,7455.049928211216,112604.90544157187,46.685715086874026
3,Administration,Masters,5,Male,IT,10681.88507373615,111567.52722702973,35.480024353822216
4,Sales,PhD,1,Female,Data Scientist,10059.337766777342,109980.38303323845,30.85884914469849
3,Administration,Masters,4,Male,Financial Analyst,6445.339146719989,114559.28377341188,27.57792858688211
2,Engineering,Masters,3,Male,Manager,4470.250364768312,83034.50753368677,28.66443412828053
1,Management,PhD,5,Female,Marketing Associate,7759.069560367156,68527.28072083229,26.18843658464138
5,Sales,High School,3,Male,Software Engineer,6791.3229443989585,83522.06758298911,41.68314597039287
5,Administration,College,5,Male,Graphic Designer,1794.5386921397644,113220.7564320199,34.41416623225329
5,Sales,College,1,Male,IT,6722.290193156348,99483.0030505088,38.36671331738013
4,Administration,PhD,2,Male,IT,5011.034770149701,78569.67874452262,29.6723933524014
3,Operations,PhD,4,Female,Graphic Designer,4135.671092219831,88435.56015745219,44.362324356159654
4,Engineering,Masters,1,Male,Graphic Designer,6473.766576046002,149130.34428101385,36.853320077036386
5,Operations,PhD,3,Female,Data Scientist,4417.567170872782,95706.32430388039,31.634039927056076
4,Engineering,High School,1,Male,Warehouse Associate,7208.574975755746,81084.79399768492,57.03779327019046
1,Engineering,College,2,Male,IT,7981.1542083949935,83869.30309772353,22.571247055499676
2,Operations,PhD,3,Female,Marketing Associate,3385.7974627928716,70657.60081244566,61.41919874213542
2,Engineering,Masters,3,Female,Data Scientist,7334.030972607145,109324.24378404794,18.53856056633206
2,Administration,PhD,5,Male,Graphic Designer,8740.76199027284,61092.35436881202,23.0915630164299
4,Operations,Masters,3,Male,Sales Associate,5945.776668936096,102162.60695055923,24.229532681843732
3,Administration,High School,4,Female,Sales Associate,6682.631474282598,57988.903763396724,24.244736573718885
5,Engineering,Masters,1,Male,Data Scientist,5620.804493504573,58491.54580789205,40.457692685470484
3,Management,PhD,4,Female,Marketing Associate,5525.896493830758,74790.94856043607,63.506517805288716
2,Operations,Masters,3,Female,Graphic Designer,7415.708103653598,112640.32345402251,28.81087418641343
4,Operations,High School,5,Male,Financial Analyst,8166.569674536115,93162.16623356237,25.29233419359101
2,Sales,PhD,5,Male,Financial Analyst,6447.723444845033,152632.8826687124,24.409354669638113
4,Engineering,PhD,1,Female,Marketing Associate,6546.384594467707,63394.20678098763,62.03716399264198
3,Sales,High School,5,Male,Software Engineer,3422.137818599413,120140.00703643575,53.49069733767642
3,Operations,Masters,4,Male,IT,3937.89937839114,59852.508293746934,64.73743024599278
5,Management,PhD,3,Female,Data Scientist,3153.22449638444,76296.76630740444,19.418738721289674
2,Sales,Masters,5,Female,Graphic Designer,6305.965050043611,121652.34526167634,51.94813595906551
5,Engineering,College,1,Female,Graphic Designer,7267.110033766454,104064.30845181861,26.679888805254556
2,Administration,College,3,Female,Financial Analyst,4144.437099499772,78995.84836344748,33.91419632390178
4,Operations,PhD,2,Female,Financial Analyst,4965.069677117093,104099.24616944251,22.81827694698147
1,Sales,Masters,4,Male,Software Engineer,6597.379144732808,85565.69491826522,31.35796881920301
1,Management,PhD,1,Male,Graphic Designer,7325.807120558218,135216.23142552917,39.38159269783344
3,Management,PhD,1,Female,Driver,6038.012367946261,98304.57544325586,35.09614740189957
3,Sales,Masters,4,Male,Data Scientist,8115.098221890938,92504.74608833028,64.07255267902053
5,Engineering,PhD,4,Female,Driver,8831.435231629723,72953.20153238538,59.76108149310497
5,Engineering,High School,1,Male,Sales Associate,7679.822463799233,74847.45989179416,20.717358407537798
2,Operations,PhD,2,Male,Data Scientist,8947.460595623294,150973.56982270893,59.55331807758948
1,Administration,PhD,2,Male,Sales Associate,6723.181479624034,81507.21383457669,63.34960352151268
1,Sales,PhD,3,Male,Manager,5036.961339430123,78277.77908585808,54.09912853362111
3,Management,High School,4,Male,Financial Analyst,3983.8989429777353,118507.32550526221,50.446918959122875
4,Administration,PhD,3,Female,Warehouse Associate,6606.907796228155,152458.57576718184,30.044661082018074
1,Management,Masters,3,Female,Graphic Designer,6782.673594204456,34972.23422129748,60.56454008797775
1,Operations,College,5,Female,Graphic Designer,9103.477829541223,68218.80750042031,21.00654502396173
5,Engineering,High School,4,Female,Data Scientist,4205.739778759661,94450.50595867721,61.7616796541121
1,Operations,College,4,Male,Driver,7134.239447469816,68978.99211721204,52.122903744722336
5,Management,Masters,2,Female,Warehouse Associate,7013.99893443397,94786.45905984567,64.7347298387264
2,Administration,PhD,4,Male,Manager,10449.301609156946,67560.12286345824,56.31620080727007
4,Operations,PhD,5,Female,IT,6046.930234407962,94122.04745066231,27.828608137482618
2,Engineering,College,3,Male,Data Scientist,6341.7877139768025,93888.84595668138,41.574788730845825
3,Engineering,College,4,Male,Financial Analyst,5132.318686850593,85269.37106495831,42.78662527817545
3,Engineering,College,4,Female,Sales Associate,8679.22968907557,98621.09278374235,27.858067009739244
1,Sales,High School,2,Male,Software Engineer,3601.1635030975285,87810.44235341983,51.14140031131292
3,Operations,College,4,Male,Sales Associate,8038.115322713422,136813.2248472799,49.91691845693971
3,Sales,PhD,4,Female,Financial Analyst,8368.072535256977,127742.29742321798,29.304395232572922
3,Operations,PhD,5,Female,Marketing Associate,9616.487507814807,95976.72930262357,24.886568504295003
3,Sales,PhD,4,Male,Driver,3556.6541277786605,70262.78530290425,52.24741240861711
4,Engineering,PhD,4,Male,Warehouse Associate,6264.421938006895,107473.1376560434,64.43788217048697
5,Operations,College,1,Male,Graphic Designer,7996.0923826541,86605.39787347981,23.649471396103674
1,Operations,High School,5,Female,Graphic Designer,8011.458572413883,82516.2917363399,38.96729232287569
4,Management,Masters,3,Male,Financial Analyst,5729.001787355361,106420.68122335743,24.754744760591514
5,Management,College,3,Female,Driver,4557.314942518543,77429.99580116133,20.909651497163306
2,Engineering,Masters,5,Female,Manager,5041.5241812995955,131661.17347898285,48.5636442666649
5,Operations,High School,3,Male,Marketing Associate,8094.74154740425,77418.31160547477,28.702756772095473
2,Management,Masters,1,Male,Warehouse Associate,8551.66919223176,99117.39380975664,21.477587963180873
3,Management,Masters,2,Male,IT,5004.230324787403,66160.00077779134,28.844591859907403
2,Management,Masters,1,Female,IT,8051.000908692871,69966.09167268481,29.135713539215157
5,Management,College,2,Male,Sales Associate,6945.723340479679,128127.91380249486,36.22478927814174
5,Administration,College,2,Male,Graphic Designer,4430.716285770623,100733.49839114703,24.820693509447935
4,Management,High School,5,Female,Graphic Designer,9580.391958507178,99200.1785079938,46.11030857986778
2,Administration,High School,4,Male,Warehouse Associate,9421.16781580544,119397.227961092,43.564826995764875
2,Management,Masters,4,Male,Sales Associate,6497.075097063396,67308.61922194334,58.669627900123615
1,Sales,College,2,Male,Driver,7685.643204749589,95627.27185824538,61.28082827817764
2,Sales,High School,1,Female,Marketing Associate,5087.073465957144,88767.88433819804,54.53844588215378
5,Administration,Masters,4,Female,Sales Associate,7960.061163489545,40352.04670423996,63.046094534094465
4,Administration,Masters,1,Male,Software Engineer,6428.406358331129,114094.85328231729,46.406106348876335
1,Operations,Masters,1,Female,Software Engineer,3295.7287864970335,52812.97187149154,45.7299703759244
1,Sales,College,2,Male,Warehouse Associate,7083.026522501179,108487.52903540245,53.9108162751281
5,Operations,PhD,3,Male,IT,3086.786179633377,50889.903074603215,31.27430170320048
2,Sales,High School,4,Female,Data Scientist,4740.300222218397,87950.97429779607,29.53359381215681
1,Administration,Masters,3,Male,Data Scientist,7303.2315613970295,127782.21921144433,18.22125945988475
5,Administration,PhD,5,Female,Sales Associate,6618.091976449952,52354.044414673575,48.94809152257862
4,Engineering,College,3,Male,Warehouse Associate,5520.037376298562,118508.7594960211,51.37386008772984
2,Sales,Masters,1,Female,Data Scientist,5976.25680208035,92817.54426490964,18.247818253971545
5,Management,College,2,Female,Driver,9443.296586309087,105805.10635071222,25.640917507180554
4,Management,Masters,3,Male,Data Scientist,7521.274581259522,119757.16065550286,37.75564505686063
5,Management,PhD,1,Male,Marketing Associate,8452.551100468461,100867.73084484521,18.93408620689639
1,Engineering,PhD,3,Female,Financial Analyst,4754.681612161989,60911.5940335728,59.1089396265561
2,Sales,PhD,2,Male,Warehouse Associate,4310.444347117327,54887.812440288864,58.73742895476301
4,Administration,College,1,Male,Sales Associate,7741.8313868497935,71759.43089018902,20.79691822316358
4,Sales,PhD,1,Male,Data Scientist,8156.407968325573,121132.95423118664,56.3937499385408
3,Management,College,1,Male,Software Engineer,5457.446162237371,130781.37794346744,43.347642304044456
2,Sales,High School,1,Male,Sales Associate,8283.663923384496,119089.28533668241,20.981375838113614
2,Operations,High School,1,Female,Manager,5824.776965904173,115272.1449940234,32.24380975403287
5,Administration,High School,5,Male,Financial Analyst,8261.52919814195,122271.08585878408,48.99229129277049
1,Engineering,High School,3,Female,Warehouse Associate,6258.915383415397,43971.0655461467,49.092211776971624
5,Operations,PhD,1,Male,Data Scientist,10706.995958695892,70241.31805103952,61.84922057375299
1,Administration,High School,1,Female,Financial Analyst,6032.092474305498,85360.60856181613,40.949765552876194
2,Operations,High School,4,Female,IT,3481.3963878153145,85633.60785442474,35.52423146652778
2,Operations,High School,4,Female,Sales Associate,3249.789293709451,126998.89268269172,19.42447496601653
1,Management,PhD,1,Male,Software Engineer,7199.552796659955,111224.13724918527,35.1270111435515
5,Engineering,PhD,3,Male,Driver,3579.6935908805435,144778.43065231806,60.02895192271977
3,Operations,Masters,2,Male,Manager,8517.498370265283,33180.076466912484,55.71626166179415
1,Administration,High School,2,Female,Financial Analyst,4365.555418171649,97290.26649925175,45.35014709242671
1,Administration,Masters,3,Male,Manager,6857.41257502591,79275.40378026587,18.05188972337926
4,Operations,College,2,Male,Driver,6248.133602127438,61798.32345493354,35.68450615664556
5,Engineering,College,2,Male,Graphic Designer,3991.717751471231,137831.3215146296,60.201086306508955
2,Engineering,PhD,3,Male,Software Engineer,4570.54119763966,123389.02097155765,64.65969113054834
2,Operations,PhD,5,Male,Software Engineer,9396.663559412398,94600.27290337924,59.84139475755056
2,Management,High School,3,Female,Data Scientist,8060.495407513694,99963.81667266713,45.99543865150353
5,Administration,Masters,1,Female,Manager,6216.495116912811,119274.01780794229,30.857578461898484
2,Operations,College,1,Male,Graphic Designer,9201.37858530103,86781.25795207437,53.37721221071753
2,Management,High School,1,Male,Manager,9864.171204098473,92193.96083605006,38.07678227700316
3,Administration,PhD,5,Female,Driver,8610.142943512585,117355.41567530598,40.41126394894024
2,Sales,PhD,4,Female,Marketing Associate,8328.062300864489,92026.81936422532,60.68694159729601
4,Engineering,High School,1,Female,Graphic Designer,8433.695146065793,87564.46510241076,32.43971070063558
1,Operations,PhD,4,Male,Marketing Associate,3975.1050281649327,75904.74241080937,36.71242092004334
2,Sales,High School,4,Male,Manager,5214.57393038171,78509.2687672201,55.77859244725804
5,Management,Masters,2,Male,IT,7669.816023967767,109703.21864480387,52.833699474925524
5,Administration,Masters,2,Male,Data Scientist,9354.533774738333,62839.3909290309,36.148891758920406
3,Operations,Masters,3,Male,Software Engineer,5150.214737590077,85465.86722990203,27.717112579539872
1,Administration,PhD,1,Female,Marketing Associate,7069.208257842232,83434.7936981606,64.50517060633004
4,Sales,Masters,4,Female,Data Scientist,4624.688547730587,120726.21222250392,25.0154512770042
2,Operations,College,2,Male,Marketing Associate,7723.49965480585,92514.10660203984,48.98542498711939
3,Sales,College,3,Male,Graphic Designer,2364.9458586103055,69444.47885392958,40.38598215101641
1,Sales,College,5,Male,Financial Analyst,9398.263383564881,82556.47709991546,49.96279871447434
5,Operations,College,5,Female,Data Scientist,9662.565902126891,82593.48975345973,18.70227484413975
2,Sales,PhD,4,Female,Manager,6797.338151608972,108471.79698233609,64.1898340090398
2,Management,PhD,2,Male,Driver,6006.39644886024,87618.30189959201,21.323581829469187
2,Sales,PhD,4,Female,IT,7106.438483873455,86588.66142885791,22.399450883359926
5,Operations,Masters,3,Male,Software Engineer,2334.3998932206687,123498.18583816756,49.79986666323204
2,Operations,Masters,1,Male,Manager,7949.5095727579155,135850.78506115425,48.03848463983576
1,Sales,High School,5,Female,Data Scientist,6241.219360257628,112928.0678863788,45.67166442020721
1,Sales,Masters,5,Female,Driver,8965.068586535186,78978.83632400198,56.3561683760431
4,Administration,Masters,2,Male,Data Scientist,4578.123484432992,127989.66261457674,55.23616515220667
3,Sales,PhD,1,Female,Sales Associate,6498.051221964397,66908.81233231367,61.226725758578375
3,Sales,Masters,5,Male,Sales Associate,7053.48841285932,123053.15569461937,50.115817815594895
1,Operations,College,5,Male,Graphic Designer,8174.505983268507,81792.45724247812,33.05758254233801
3,Administration,High School,1,Female,Graphic Designer,5830.047152480376,94206.93419746355,34.35892330334891
3,Administration,PhD,5,Male,Warehouse Associate,8636.395670233791,120250.31923799825,50.26095772101348
2,Sales,Masters,4,Female,IT,8165.871348093806,123231.22189291519,21.343577337508215
1,Engineering,College,3,Male,Data Scientist,7186.989416169152,71523.31170467676,27.685934772945945
5,Engineering,High School,1,Male,Marketing Associate,5416.623268033738,81039.50945253474,24.01946120456618
2,Administration,College,5,Female,IT,7006.040853580758,35385.42957123597,48.2450466109012
5,Management,Masters,5,Female,Warehouse Associate,7254.491459742416,39784.42885013852,60.90573774080916
1,Administration,High School,5,Female,Sales Associate,6156.125747473541,100834.2996150149,26.950038308938836
1,Engineering,High School,5,Female,Data Scientist,4920.593029211977,105639.46242568399,28.414785031663076
4,Administration,Masters,1,Female,Graphic Designer,6678.7850784696075,76626.69733480415,53.57711365401228
1,Management,High School,5,Male,Driver,5641.0119034594245,75558.48476875071,18.161558514738232
1,Management,College,2,Female,Marketing Associate,3361.8425407480995,126035.33248213561,64.55958318311454
1,Operations,High School,1,Male,Data Scientist,4840.481366773665,59650.30323003403,34.68599642357584
4,Sales,College,5,Male,Warehouse Associate,5650.058752625302,100622.38562476657,38.42978787468768
2,Operations,High School,5,Male,Sales Associate,4647.269260775427,125378.63470270092,32.40699559162398
4,Engineering,High School,4,Male,Graphic Designer,7149.797283356065,101585.97156396347,43.355602895537146
1,Administration,High School,2,Male,Software Engineer,5927.028436082983,138185.6700858242,22.236366314720723
2,Management,College,5,Male,Financial Analyst,7891.523343143832,130945.7303749438,58.40161445471871
2,Engineering,Masters,2,Female,Marketing Associate,6478.677750552495,85337.83548624646,50.540183707221985
3,Operations,High School,4,Male,Graphic Designer,10065.686417689738,97024.96902061568,59.164346710210054
1,Sales,Masters,2,Male,Sales Associate,10441.653308302131,117655.37667178179,39.633156682243424
2,Management,PhD,3,Female,Marketing Associate,5243.145443641159,83137.12951639628,50.333167367272566
1,Management,High School,4,Male,IT,8318.185687784353,82931.42632939263,26.774524728130782
1,Sales,High School,3,Male,Graphic Designer,4646.132315474095,129319.14935190893,20.240533335356243
3,Administration,College,5,Female,Marketing Associate,3385.106789300654,63640.04305738041,19.011169070187332
2,Sales,College,4,Male,Software Engineer,5837.939117408992,85918.19617183572,26.689403380454856
3,Administration,Masters,3,Male,IT,6371.169530338242,112051.59794361243,42.872404390530534
2,Engineering,PhD,5,Male,Warehouse Associate,3174.9196843175896,132028.64362653295,44.473755889448995
4,Management,Masters,2,Male,Driver,1854.8353193379528,90779.27897621666,65.09511293869926
1,Administration,PhD,4,Male,Financial Analyst,3951.1991883044325,86166.03620615421,19.51689798883534
4,Management,High School,1,Female,Software Engineer,6858.024738979155,67432.39157088316,57.18366699621595
4,Engineering,College,2,Male,Sales Associate,8066.998402397267,79393.08197556723,48.61210585756987
2,Management,High School,4,Female,Financial Analyst,8881.189852905083,89311.62905936557,52.54488448842912
4,Sales,PhD,1,Male,Sales Associate,5154.1498109770255,128099.69328870902,26.0731915449094
3,Management,Masters,2,Female,Warehouse Associate,6118.427549526794,94306.1157671337,40.779850600702055
4,Sales,College,3,Male,Software Engineer,7802.2828685649165,59780.9554096276,60.34913014642483
3,Engineering,College,5,Male,Data Scientist,3595.0954715357793,89658.27827980508,30.96122203247397
5,Engineering,PhD,1,Male,Sales Associate,8295.830420211389,158209.31361548317,29.782398029843037
5,Operations,Masters,5,Female,Marketing Associate,8155.937749757684,68056.91416666243,38.10543517254353
3,Operations,High School,4,Male,Manager,4028.0191544378026,110123.46360217407,29.262617454514285
4,Management,High School,5,Male,Manager,7667.23475311933,103537.57235205894,34.775172807805795
4,Sales,High School,1,Male,Sales Associate,8520.596312349126,79755.70968366002,42.368931000106016
1,Administration,College,5,Male,Software Engineer,4090.1618406734688,108030.21447839541,23.51716720704708
2,Administration,College,5,Male,IT,7824.629540959269,70613.66971679649,53.51049860615257
2,Management,Masters,4,Male,Warehouse Associate,10434.410617875728,144538.1189208849,34.12036916340084
2,Management,College,3,Female,Data Scientist,6002.52711949502,112115.4842550896,44.370333480092285
2,Operations,High School,4,Male,Graphic Designer,9880.714154602216,115253.68618532365,58.79916161822074
3,Sales,College,3,Female,Warehouse Associate,9382.18835714949,108700.6438662767,53.3622099010737
4,Administration,Masters,3,Female,Warehouse Associate,2593.3866787195566,113938.12940441827,28.093049627693617
5,Engineering,High School,4,Male,Graphic Designer,4976.337230341979,105841.29119853683,35.22623168525892
2,Sales,High School,5,Male,Data Scientist,5756.305964210709,156063.91437357722,62.79394023674881
5,Engineering,PhD,4,Male,Software Engineer,7579.7561001238155,127458.45508898143,64.91569367547271
1,Operations,PhD,5,Male,Driver,9485.552654851183,103392.44791273866,44.67151055589977
2,Administration,College,5,Male,Data Scientist,10129.104798122597,67785.11210039488,18.60277363344017
3,Engineering,Masters,4,Male,Manager,7550.214998164474,116681.1749060965,33.97867899418999
2,Sales,PhD,4,Male,Sales Associate,8040.281723228356,90700.5739295335,34.15050630019816
3,Engineering,College,2,Female,Manager,4553.513038944927,98679.51551903322,58.702345209588884
2,Sales,College,3,Female,Marketing Associate,4793.564280193477,96835.904662511,61.79850577997297
3,Management,High School,2,Male,Software Engineer,6577.648137046603,77024.68627641512,53.41975918906531
2,Operations,High School,2,Female,Marketing Associate,5625.969209481731,59501.60766490767,31.758063790605988
2,Administration,PhD,1,Male,Manager,7248.753332835979,95654.57761792095,33.706440623995704
4,Administration,High School,3,Male,Software Engineer,8300.372790137395,58276.671720672646,19.27291598846275
2,Sales,Masters,4,Male,Data Scientist,4449.991642643956,77693.56214366191,60.54234369512942
5,Operations,PhD,3,Male,Warehouse Associate,9552.975272453608,89272.00789843874,59.14410113972729
4,Operations,PhD,2,Male,Data Scientist,7487.927282418632,121837.43026775717,32.15908301621789
3,Engineering,Masters,1,Female,IT,5861.859970002519,111555.79442608303,19.262905161082518
2,Sales,College,5,Female,Driver,8411.963361974735,89514.12890427199,47.07917931248872
3,Operations,High School,4,Female,Marketing Associate,8468.264550254167,73692.14103855738,53.81346626611368
4,Engineering,PhD,2,Male,Marketing Associate,3592.932687041582,60877.275396228135,35.89740871733363
2,Operations,College,3,Male,Financial Analyst,5548.098464031138,77609.58398017047,49.938467040521786
4,Operations,Masters,2,Male,Sales Associate,9518.465595098804,133669.70550027135,33.20006526614629
2,Sales,PhD,2,Male,Driver,9060.138740153567,97101.68214363173,37.97809621606335
1,Engineering,College,5,Male,Software Engineer,8405.42770123735,108347.51656141732,53.97045488060863
5,Engineering,Masters,4,Male,Financial Analyst,2948.5090923529365,77010.67349277734,37.08778554628768
1,Operations,PhD,3,Male,IT,2785.0354438230434,106736.47775654076,48.12942667202544
2,Sales,College,3,Female,Marketing Associate,9430.620393260335,127146.6801014095,52.01537830217184
4,Operations,Masters,4,Male,Graphic Designer,8779.439185346286,109057.14898417462,47.58331589346617
1,Administration,High School,3,Male,Graphic Designer,5666.4933417335415,82915.78512202174,26.302379758900493
1,Engineering,Masters,5,Female,Marketing Associate,6158.23668489937,53094.10196801418,55.62914021618987
4,Administration,High School,3,Female,Warehouse Associate,2750.2530196619905,54266.89641461246,35.005558043535714
5,Operations,PhD,1,Male,Driver,7831.121883952257,72946.39897584292,50.473239707577534
3,Operations,High School,4,Male,Financial Analyst,4249.702295737876,71521.32666737124,64.0586228448799
2,Management,Masters,5,Female,Marketing Associate,8736.768445322048,76756.75583329069,44.118773167621
2,Engineering,College,4,Male,Software Engineer,6575.345208230681,94551.62718593533,51.12007221242288
1,Administration,Masters,5,Male,Manager,7619.520747596995,79411.01791232493,61.61963489587312
3,Sales,College,1,Female,Software Engineer,5580.531372217915,73733.30834213787,64.31393597440542
2,Engineering,PhD,1,Male,Warehouse Associate,5772.925087824577,132046.4780447807,41.95983449478886
3,Engineering,College,5,Female,Sales Associate,5306.885697855217,74916.35769656976,30.926685770785294
5,Engineering,High School,1,Female,Financial Analyst,3577.5401813374,127252.15329102396,29.570843596702627
5,Sales,PhD,3,Male,Graphic Designer,8062.230151447115,67335.47946660726,63.86234901630467
3,Management,PhD,2,Male,Manager,7314.253807997675,106117.56358372176,18.19730411107108
3,Sales,PhD,5,Male,Warehouse Associate,7504.1649363154465,86990.86361183328,19.123314236667703
3,Operations,Masters,4,Female,Marketing Associate,5680.043309216709,66860.86686656148,59.583148661362216
3,Administration,Masters,2,Female,Financial Analyst,4856.411856620838,148745.81114113767,40.02610580276188
2,Operations,College,3,Male,Software Engineer,4520.052187087596,95475.01777166329,49.150444709583624
4,Operations,Masters,1,Male,Graphic Designer,5947.868724561584,98377.61887806778,44.947173946530384
5,Operations,Masters,4,Male,Warehouse Associate,8169.783063129233,126085.37100610937,54.458655960672246
4,Operations,Masters,3,Male,Software Engineer,4365.094424601542,78266.28529015211,56.78608859052713
2,Administration,PhD,3,Female,IT,2765.908684307196,131074.26154850793,49.06489529201595
3,Administration,High School,1,Female,Financial Analyst,7821.481750466697,63701.03179150511,44.9085613234364
5,Management,High School,1,Male,Financial Analyst,9312.216184451541,124865.28997970691,60.505497500269406
5,Management,College,4,Female,Financial Analyst,6458.607859501179,124768.67116177028,23.31066840310558
1,Sales,PhD,2,Male,Software Engineer,3486.1160054318084,87551.10818814399,27.344846796219464
2,Sales,PhD,3,Female,Manager,9143.739326454199,68580.13609294647,52.98273379327686
5,Management,PhD,5,Male,Sales Associate,5691.403709470811,53517.38203698944,21.115145782398272
5,Management,High School,5,Female,Financial Analyst,9850.29937954627,62043.88115566602,53.13354913043536
3,Operations,PhD,2,Male,Software Engineer,4403.828660218916,65753.63287599252,62.599205982262
4,Operations,PhD,5,Female,IT,8232.13875839725,88659.953176952,39.40936566505762
3,Sales,PhD,2,Male,Financial Analyst,8736.438837374491,143880.60444302752,59.14149629268476
2,Management,PhD,1,Female,Sales Associate,3632.096928867277,106266.01616340874,48.173997116516446
1,Engineering,PhD,5,Male,Data Scientist,6535.767243570914,135370.17245744547,33.40967313958902
2,Operations,PhD,2,Female,Financial Analyst,2864.4639651000925,100821.47312282644,43.26403350383233
2,Management,College,4,Male,Graphic Designer,6648.247984424903,63551.38220892215,50.5570512870985
2,Sales,PhD,5,Male,Financial Analyst,7977.6329201915505,102183.45010542532,24.32499806070966
2,Engineering,PhD,1,Female,Sales Associate,6109.097329648084,99942.82216728637,19.20156704772207
4,Operations,High School,1,Male,Data Scientist,8229.623398095813,90947.42850204687,32.12596486097881
1,Sales,PhD,3,Male,Financial Analyst,9092.710294122302,153823.59280673772,26.851511007727332
1,Operations,PhD,1,Female,Data Scientist,5497.059699070579,75847.17700277384,32.48379630416021
1,Operations,PhD,2,Male,Data Scientist,2561.9466600790593,139742.96667670496,54.951866669375484
2,Operations,College,1,Male,Data Scientist,6811.858725786753,79266.28246867188,55.47740674429305
2,Operations,Masters,4,Female,Marketing Associate,6956.366073414445,55058.893242317135,54.44922669910949
2,Operations,Masters,3,Female,Financial Analyst,7125.4638137053025,67747.96306630985,18.639757228879844
1,Operations,High School,2,Female,Manager,6496.7080630099335,106575.7643588588,35.874706401766815
4,Sales,Masters,4,Male,Sales Associate,8248.54585343575,86358.47473894972,22.134072479302795
3,Management,High School,4,Female,Manager,7957.98841170607,108447.24585163112,32.745495286292005
1,Administration,PhD,1,Male,Software Engineer,9113.684192617904,132687.12902644736,32.20728020003312
2,Sales,College,4,Male,Manager,6959.887189552537,107743.09288908368,43.332420699911495
1,Sales,PhD,1,Female,Financial Analyst,2668.106848315742,68450.64076217673,20.300105557655954
1,Engineering,Masters,5,Female,Driver,8485.21403198773,66192.92875871666,31.89099636793426
4,Engineering,PhD,3,Male,Financial Analyst,7305.305534604086,113126.88112627155,25.49717915552812
1,Engineering,Masters,1,Female,Warehouse Associate,6348.870011020039,82202.85784586749,63.26145870635369
4,Sales,Masters,5,Female,Sales Associate,6091.576627616951,57655.31570916746,45.04114251056902
3,Sales,PhD,1,Male,Data Scientist,4305.7386849931,97780.76808610099,57.76011245126233
1,Management,PhD,3,Male,Data Scientist,8241.702557290453,106098.92379735845,61.884619798791086
4,Sales,Masters,2,Male,Data Scientist,5344.195742693437,63243.26616116581,44.75259237755533
3,Engineering,College,1,Male,Graphic Designer,7126.949383391253,96649.38753989444,21.511649016235676
5,Management,Masters,5,Female,IT,6875.873936719545,73752.78528273082,65.41523413504098
4,Administration,College,1,Male,Financial Analyst,4643.432207607051,65029.576009899865,53.92648410630535
4,Operations,Masters,5,Female,Marketing Associate,5090.038119303017,77184.24698179199,37.46553140241394
5,Administration,High School,1,Female,Marketing Associate,8093.203670850018,132648.64139535508,53.52557666804073
4,Management,Masters,1,Female,Manager,5225.264040309313,90654.35551673385,18.517874827722363
3,Operations,Masters,3,Female,Warehouse Associate,4444.285863554815,128836.38880663094,63.73313265069574
2,Administration,PhD,5,Female,Financial Analyst,8634.215499224823,100333.90179918522,34.38327056807557
3,Sales,High School,4,Female,Data Scientist,5034.251218822228,115871.6527742316,55.20529079501356
5,Sales,Masters,4,Female,Marketing Associate,5539.623241943953,144516.35496331446,62.24463548688519
5,Administration,PhD,5,Female,Warehouse Associate,10588.563524786436,97814.16357783957,56.00970123782401
1,Engineering,PhD,2,Female,IT,5221.227242399702,59988.85065345148,49.2095115347272
1,Engineering,Masters,3,Male,Warehouse Associate,7525.6090717525585,71296.31073783962,31.80973781139363
2,Operations,PhD,4,Male,Driver,8641.304366385584,89838.94012698017,25.871582096226362
3,Operations,High School,1,Male,Manager,7293.556663005904,123004.48689076274,64.62344590879978
4,Administration,College,2,Male,Manager,3930.914013998938,106590.31478719652,39.40966086401681
5,Sales,High School,3,Female,Marketing Associate,3861.3596307602556,49300.12586666434,37.36442336272553
4,Management,PhD,2,Female,Marketing Associate,2772.7322624272338,107795.38963342058,55.776586014996475
4,Sales,Masters,1,Male,Graphic Designer,6303.234882403314,74292.03822447335,31.724059412883598
5,Management,Masters,2,Male,Sales Associate,6513.058160030256,76931.84783014437,25.16883976527233
1,Sales,College,2,Male,Sales Associate,6113.311436809017,49247.64636717041,24.46443405070345
4,Sales,College,5,Female,Marketing Associate,9238.23688030106,91067.94966530177,42.13995942547708
5,Management,High School,3,Male,Warehouse Associate,7204.575503696953,117672.61055375115,56.026752734690966
5,Operations,High School,1,Female,Graphic Designer,9366.485866126895,136456.81309388895,61.483207769075335
2,Management,High School,4,Male,Graphic Designer,8425.227769427744,73779.27238251585,30.414688178284585
