Dept,Education,Gender,JobTitle,Bonus,BasePay,Seniority,PerfEval,Age
Sales,Masters,Female,Data Scientist,3665.4075138230264,94001.09196392055,4.7446416699881295,2.6412282782372873,58.291287993581435
Administration,High School,Female,Graphic Designer,6163.643986561969,77277.88059218193,3.7775980786220016,1.281490979221597,31.48712622852925
Management,PhD,Male,Driver,6519.372678141603,141930.3003173151,3.522683251676546,3.1193164430825204,25.458368641106542
Operations,Masters,Male,Graphic Designer,7506.770404641422,80215.36294245959,3.470222729869911,1.0058922689764884,22.61459740146914
Sales,College,Female,Driver,10549.579854285277,107940.41900605906,3.636456138797198,4.033027016114124,27.624304573848185
Engineering,College,Male,Manager,7544.8695108457505,100808.31412813251,4.835912171005958,1.3235189795498266,62.85902977079263
Management,PhD,Male,Software Engineer,9285.07050010409,87129.52201511564,4.996363476144905,4.633784452456662,27.315130218384184
Administration,College,Female,IT,10327.275586965412,83036.33802601488,4.40177916629856,1.8974195427238465,53.2713658008478
Administration,Masters,Male,Warehouse Associate,7472.087641306265,107139.24503664096,2.997674370638625,4.330452997173511,19.492049312191316
Sales,College,Female,Driver,8471.455034354776,78249.88488808271,3.1614352383802973,1.8128408904924562,37.452182678490445
Sales,PhD,Male,Manager,8286.673900274813,108405.11235712735,1.7007773484121032,1.5439340129156194,47.72943982319187
Operations,PhD,Male,Sales Associate,4450.312886396552,110019.19396473731,3.356055637778361,4.648769012466923,30.546784817714297
Management,High School,Female,Data Scientist,4877.6647984787705,98074.45313843929,3.4450745272778853,2.1162113923751487,35.77965744594985
Administration,Masters,Female,Warehouse Associate,5544.109533324892,127654.22407691102,1.3157228939542267,3.809934687096459,55.373748455932784
Operations,College,Female,IT,6865.145010344557,118382.03962585339,4.559876467115707,2.324094279322766,36.71403823545277
Administration,College,Female,Marketing Associate,3671.512283536519,114082.27143989211,4.791281658251059,3.918602246625739,63.271564291209984
Management,High School,Male,Warehouse Associate,7977.805898247923,44035.9709532782,4.406098914757493,4.40310171195935,37.92539633716633
Engineering,PhD,Female,Graphic Designer,5253.649841975348,67848.4472649383,4.944633642375441,1.757719349290018,20.171515644622453
Sales,Masters,Female,Warehouse Associate,8554.975989421868,78193.18217798177,3.145936828759457,3.0913291099435583,38.191960485024964
Sales,High School,Female,Sales Associate,6441.461499025128,77927.74882609361,2.887005234874846,1.3086880051265806,37.409342035663926
Sales,College,Male,Manager,7440.758519485458,68884.66966249002,2.9582503583738853,3.7568325201225177,38.06275145805746
Engineering,PhD,Female,Graphic Designer,8076.193701791233,121549.00007585998,1.1987905246652084,1.287768399457832,38.14374982085202
Sales,College,Male,Driver,2950.870997472136,135863.85441476846,2.756981424234554,1.87115284879791,36.87767489020382
Sales,College,Male,Driver,2896.7719755487474,143918.58602580472,4.813193595248749,2.4464586090752336,63.062450103231825
Sales,Masters,Male,Driver,3853.1089234788756,138212.2881792782,2.2562444723311827,1.06061340550287,56.409877647163924
Operations,High School,Female,Marketing Associate,4690.686674868812,84672.92515460028,1.1373272654425395,2.8915980624048245,37.205299442047725
Engineering,Masters,Male,IT,6086.842327571076,114856.21537451222,3.8755695137203037,4.548848147489685,29.836419155229216
Management,College,Male,Warehouse Associate,3716.8326319444386,99527.22755472438,2.562223422404907,2.5448749370733625,53.05405016600125
Management,PhD,Male,Marketing Associate,9093.463431684133,83236.64449658884,4.492763944564905,3.9007608416308437,18.689908654847716
Engineering,Masters,Female,Warehouse Associate,6370.789721287569,46189.91568204236,2.39086005562457,2.522319999039054,28.684956639133183
Sales,Masters,Female,Marketing Associate,6947.44943553536,82830.49683867494,1.6717992311358536,3.334342049193458,28.797024284384708
Administration,PhD,Male,IT,3836.9218571595243,154770.69246784813,3.8478816386388206,4.666928407804438,35.766597838706645
Operations,College,Male,Software Engineer,7541.844101601855,149055.3741835168,1.2472910757868374,1.4758631061276213,39.83172014128397
Management,College,Female,Marketing Associate,8881.172620505436,121822.00824531337,1.3115594057284228,4.1894746059131185,43.39803151735207
Sales,Masters,Female,IT,8105.240298826533,107923.29510013657,3.407312593009109,2.0747844852618766,60.929639779050234
Management,Masters,Male,Manager,6812.665394256601,100368.50375983417,1.1002586721608592,3.0715181632587645,41.010579619487956
Engineering,PhD,Male,Warehouse Associate,8348.141113291422,50570.62323010036,3.089649261698961,2.841360680511554,46.655283588416054
Engineering,PhD,Female,Sales Associate,7770.567770058888,109776.31645976008,3.4057262624299938,4.634016515249825,40.91622653688016
Management,Masters,Male,Software Engineer,10699.71488643536,80652.11244533531,2.8857295285430933,1.3028532849464423,43.08932539006483
Sales,College,Male,Data Scientist,9539.828089666298,125348.791919375,3.093151312124234,3.5024996244558384,64.6276686732838
Management,PhD,Male,Marketing Associate,8065.765449568309,56195.68787336118,1.0600096702669544,3.4107737561486777,33.144603279811435
Sales,High School,Female,IT,9477.538144733526,61878.33291921423,2.294436875865129,3.7681438892614216,43.90000124847671
Engineering,PhD,Female,Marketing Associate,8150.922231027762,102818.98923317977,4.156887675583043,2.5186449906310804,19.469406217694115
Administration,College,Female,Marketing Associate,6898.030134391469,124551.2932757417,2.024200479404959,4.765956140463915,32.72146183441029
Administration,Masters,Female,Graphic Designer,7388.132526797406,100090.18950908448,4.902241573458863,3.130735468358395,47.31562696574281
Management,PhD,Female,Driver,6757.683618831628,84954.07782776882,4.814776103284623,4.448233915233049,51.68556233984698
Engineering,Masters,Male,Graphic Designer,2554.0311886964773,108605.2548250159,3.57667622122907,1.9482186481974386,41.63209913172625
Operations,High School,Female,Financial Analyst,4550.3250354549,79357.00473924493,3.3919855908370473,4.870617435336316,48.992327204323246
Administration,Masters,Female,Financial Analyst,5458.406081084831,107556.81910412575,3.2158041318999695,3.3714475522351135,36.19834160359778
Administration,PhD,Female,Sales Associate,4745.50131504025,102557.35915603423,4.74345740342965,3.3198500254006658,63.07395939753577
Operations,PhD,Female,Sales Associate,4473.255494486259,79668.12870645868,1.4256596662517347,1.6082625568483215,59.411609717649924
Engineering,College,Male,Software Engineer,9040.509511643488,77900.36626268028,3.8744457297699433,1.0381588832177227,24.963117433983296
Management,PhD,Male,Software Engineer,3047.017178733732,66703.30585909374,4.038377472219887,2.2434540576603315,64.39217870594332
Engineering,High School,Male,Graphic Designer,7836.708609839288,107650.93839663421,2.041006737152524,3.6987604798597196,39.032270541214224
Management,High School,Female,Marketing Associate,10100.396572219683,82879.2382015007,2.995879757036032,3.7328572042609665,61.021258482606044
Operations,College,Female,Sales Associate,6307.7219148350905,92269.21676982625,4.704547150305494,3.0082496108956036,61.27231437080124
Operations,PhD,Male,Software Engineer,6398.284532487205,95159.59925081923,2.711829383325636,3.78647107174544,34.323220204041135
Engineering,High School,Male,Graphic Designer,6070.68561302494,122299.33611100432,1.2806410613297805,4.684143418796866,60.76592305315976
Sales,College,Female,Data Scientist,8461.558090281522,60516.24909172444,4.7520643565375735,3.809867155888617,55.2967087364992
Administration,High School,Female,Graphic Designer,4934.061767236132,89962.50354151777,1.190146747588991,1.9588087183402112,18.99654360140115
Administration,Masters,Male,Driver,8482.428201002007,84047.88241808895,4.344638775475806,3.5687817758559492,31.482829796609646
Operations,College,Male,Sales Associate,7759.129361625932,54745.7778683535,1.756170754084343,1.7816956162488693,57.649703567935234
Management,College,Male,Graphic Designer,8277.119624954716,82469.54306669928,2.55050134832278,4.986262999776017,63.932584301485875
Administration,High School,Male,Financial Analyst,3714.5550088814025,124594.99418507217,2.2829358853686417,4.180650992778423,50.73651368311863
Sales,Masters,Male,Manager,6260.093857117177,116607.64430033891,4.99571302799572,1.1090127230940796,52.027184567496576
Management,College,Male,Software Engineer,9516.72493777165,73005.71324357938,2.024531166777923,3.9414447783205913,61.345248952720624
Operations,Masters,Female,Marketing Associate,6733.505250951188,72966.19355853563,3.206558672176241,1.8102732369453922,54.95801664048136
Engineering,High School,Male,Financial Analyst,6850.814853619624,81448.36433221193,3.2296981422808657,1.466369586114432,25.624454065025454
Operations,High School,Female,Driver,7780.871841897018,105780.74359820918,1.0455503892900553,1.3710880101760106,35.157216090409385
Operations,College,Female,Marketing Associate,5819.856238992168,72771.7551903217,3.368469358933301,1.5660943327884382,36.164862544228924
Administration,Masters,Male,Software Engineer,7812.156738613536,91028.83902842771,1.7815447576887116,1.8845595328306848,56.67434910820542
Administration,College,Male,IT,4624.400679790296,45647.881709192574,3.1284467259441446,4.33639676815328,50.755201949289784
Operations,Masters,Female,Financial Analyst,3542.2774828944293,82195.84013234478,4.412102691414484,1.420885877546341,25.639332595572327
Operations,High School,Female,Data Scientist,8520.317606022652,140762.31625996376,1.409337490849719,4.0648069316262925,59.30889075251064
Administration,High School,Male,Financial Analyst,4991.418396733085,75047.18075363182,4.578402454601134,3.7155986377213193,19.11057476057017
Operations,High School,Female,Driver,8283.700561116017,115518.18730165469,1.3801513277464932,2.3058985954313838,49.11012192424807
Operations,PhD,Male,Marketing Associate,7699.113519680233,126994.31244183352,1.1530194503045728,1.1096333606837612,60.02148944819569
Operations,High School,Male,Software Engineer,8813.994445143397,86091.99034890594,2.9229143220718568,2.6296437299964808,44.98112089413816
Operations,High School,Female,Data Scientist,3669.6135684626124,66524.18600193925,1.8490559167350904,1.082292426997281,52.04298490426116
Administration,PhD,Female,Marketing Associate,7460.54382988547,100381.50622527029,4.986621055569062,3.5417257395749555,18.087073502424936
Engineering,PhD,Female,Graphic Designer,7490.355519546041,91917.45047995931,3.029506670391855,2.288842357811372,64.99128145030613
Operations,High School,Male,Warehouse Associate,5335.408838874337,66387.0817805717,1.5626265974601758,1.6821016886618851,29.815858374431073
Sales,College,Male,Sales Associate,8308.069324903201,98884.15193902852,3.5408765209367585,3.2151835198971073,27.024798661455662
Management,High School,Male,Sales Associate,8232.425529453618,82040.17336114314,2.2206242265539444,1.472091251873898,27.044307081401637
Engineering,High School,Female,Sales Associate,2328.621755295037,80016.8392485089,4.886889901928148,3.12088190244479,42.05824876267879
Management,Masters,Female,Driver,6143.603514108434,102686.00040042968,4.513420254364499,4.836126100031246,45.04232745172271
Administration,High School,Male,Data Scientist,9540.82275025867,63852.200351113046,1.2498399754218497,2.055686627870564,41.37048080556936
Sales,Masters,Female,IT,10699.327292154914,54419.23940907876,2.1663882127470617,2.274704588352617,34.31724399351583
Operations,High School,Female,Marketing Associate,5038.210444395335,123522.48115604001,1.753736869787485,3.3481915590139417,26.51610502058197
Management,Masters,Male,Graphic Designer,10402.66610986505,80564.50130543487,3.1453531013961995,4.263958343388272,33.36074302573329
Administration,College,Male,Data Scientist,6713.047088130314,84882.83569777072,1.5900231069781126,1.4928298212352589,41.648926479285834
Sales,High School,Male,Warehouse Associate,7607.236640503776,124551.96123533441,4.104021030810795,2.9550486554304913,22.54200840336687
Operations,College,Male,Financial Analyst,9288.358231603925,119932.17568969972,4.925707127784966,1.4807455233941522,53.32879699869224
Operations,College,Female,Graphic Designer,4668.5764845687345,97702.31061363773,3.383260168214363,2.527964121675528,27.872810545253856
Engineering,High School,Male,Financial Analyst,6442.594438368071,90640.64348843835,3.2274439520873353,2.8589856416608326,34.26600577646531
Administration,High School,Female,Financial Analyst,5045.074676533394,58408.01036331526,4.755620646664449,1.0567952873620445,46.760745414507475
Sales,High School,Female,Graphic Designer,3405.310692904447,99941.83836664997,3.629785012594342,1.6815290273922576,53.88603008156239
Management,PhD,Female,Driver,5475.764343702861,110896.26664749556,1.8368899218672965,2.3299621043357073,57.711619696543025
Administration,College,Male,Software Engineer,7850.137891794708,101501.20951477371,2.28147475493778,4.742098454223054,35.878983683341005
Operations,College,Male,Financial Analyst,8017.995241913894,58485.06681040412,1.4177633921188457,3.8298452986516143,34.074487389165974
Administration,Masters,Male,Driver,5160.166008914803,149664.66161360472,2.505951871331362,1.4779841610342017,53.29511880825221
Administration,High School,Male,Manager,8693.278726721352,83613.80841952676,3.182924590655387,2.0868578659190504,19.768756701348988
Administration,PhD,Female,Marketing Associate,6949.434521409219,97325.46012174845,3.7608165330819237,4.257209553392455,63.45594055238968
Administration,Masters,Male,Graphic Designer,5030.4165850209265,117157.75310407465,3.212363034573637,3.6357276795696856,42.92204329108847
Management,Masters,Male,Data Scientist,7057.594983722622,74590.82543059642,4.015321229115431,3.8196276457259755,22.338953469918522
Management,High School,Male,Software Engineer,3820.423701374014,112881.55527191308,3.7859378993497446,3.8743187829236945,51.50644119369195
Operations,High School,Female,Data Scientist,8081.759666494838,48254.882520419866,2.8124137859314255,1.7157399929148838,35.74696596417664
Administration,PhD,Male,Sales Associate,6758.99645677642,108588.35020051732,2.735242253434017,3.996786201967691,19.3838783391146
Sales,High School,Male,Sales Associate,5454.381522175139,93168.82824566345,1.189102332197876,4.903138067699713,64.36647814738194
Engineering,High School,Male,Data Scientist,9500.456550343448,83154.68397655826,1.6429530083417703,3.545430146007502,28.807847223027267
Management,Masters,Male,Software Engineer,3570.8213406929376,96397.43929335802,2.343153013110821,1.7937943986847347,30.314941786305916
Operations,Masters,Female,Warehouse Associate,9138.428633810914,53898.10053894803,3.353395169389377,4.799228566938394,41.90738961636282
Operations,PhD,Female,Financial Analyst,8352.067133822718,83078.05156433427,3.2361232301135314,2.412148747060178,21.04983820764347
Sales,High School,Male,Manager,6490.499226828422,96253.43670420101,3.1082800245677515,1.326668495995556,23.91043764323691
Sales,PhD,Female,Financial Analyst,6220.4544038112945,97088.94411407715,2.231804584649352,1.2581892621135289,30.212056225712587
Management,PhD,Male,Graphic Designer,6511.454745950983,68768.3084511038,3.973128263328991,1.6647660846622583,60.71419458051263
Operations,Masters,Male,Driver,6827.125832271806,98131.30697814825,2.2981398225164247,3.3910554635656607,46.097210654507855
Management,PhD,Male,Financial Analyst,6085.253013308378,148000.96993597137,1.8055114035225044,3.5756473009610663,23.709795698367135
Operations,Masters,Male,Financial Analyst,9438.872159117776,78051.03135128648,2.9245308660169202,2.3178007908545095,23.848750877885717
Operations,PhD,Female,IT,8625.74809979914,80161.56214701115,1.4184016317259984,4.169151293572201,64.66358563510268
Administration,PhD,Female,Sales Associate,5143.3387267553,120966.74571175067,1.6720788440273293,4.281672906515686,29.994409122592646
Engineering,High School,Male,Manager,8007.472021874817,61050.503229987335,3.3741631002080883,4.7357835431438176,58.60676327324672
Engineering,High School,Female,Graphic Designer,7374.562954319876,89247.51480795997,3.0859381873584883,2.4668588639390188,22.78727306791062
Management,College,Male,Warehouse Associate,5885.464747194115,89033.7036646448,1.8571613608300552,1.244857343224513,33.50547014135069
Administration,Masters,Male,Software Engineer,2779.9496525144923,104844.08798025775,1.1141536641237328,1.2490324343615415,38.1534774816017
Administration,Masters,Female,Marketing Associate,8520.822695415281,106024.24771844094,3.8146494953039274,4.632386191058869,63.56870662339756
Operations,College,Male,Graphic Designer,4134.533876230738,88072.86127497721,1.047325633965181,2.0576555310560742,24.444525541494656
Operations,PhD,Male,Software Engineer,6836.2656852247055,82400.77800475224,1.8484840960761888,4.567020950153957,43.92546148596841
Management,College,Male,Software Engineer,7728.4745968293155,76440.48005032903,1.3813159172085605,2.593019287130246,27.459712032252412
Sales,College,Female,Sales Associate,4402.661275241683,97972.20998077746,3.7336001349541825,3.9901953520784743,43.19862585169994
Administration,College,Female,Graphic Designer,4706.172061497271,101409.3457018827,4.540227180739305,3.430218504169758,31.756474233181308
Operations,PhD,Male,Warehouse Associate,5785.150788742345,131621.34059133104,2.171328828174039,1.095981635075987,60.44399019322454
Management,College,Male,Software Engineer,6554.8342434324295,103283.91784462953,3.3792300293381152,4.718650527312696,55.64038410865453
Sales,Masters,Male,Sales Associate,4597.456177275034,92102.45982175223,2.9435280983184993,4.1654340264769125,53.91977827400005
Management,Masters,Female,Software Engineer,6757.756291136246,98179.5165018403,3.49115451254097,3.45613133091307,19.382782400431402
Administration,High School,Female,Marketing Associate,3676.541306907722,76954.25650590788,4.417410935813329,3.6196526949958097,61.65159648117037
Sales,PhD,Male,Driver,7786.41424587176,127880.79495523423,3.144491033162687,1.038601005048763,54.617710404123606
Sales,Masters,Male,Graphic Designer,6180.4697957660555,91971.00114182178,1.1049896763917495,3.2848890569170472,57.12817034271002
Engineering,College,Male,Software Engineer,4711.134226953986,83226.58234421532,2.475360256918329,2.9626257094621584,24.052352607877967
Operations,Masters,Male,Manager,3380.566350518466,67542.31694385207,2.774399369803275,3.4506765476000787,33.67304832330694
Sales,College,Male,IT,1895.3350433106093,72344.83083077216,3.7352019115710076,4.44273806145051,54.884957381923826
Operations,College,Male,Manager,3893.332649785032,59304.14709269932,4.937121517272684,2.616556500985196,52.32293555995528
Sales,High School,Male,Sales Associate,5859.460502059406,70128.35665330017,2.2697249266144235,1.4637226181516443,49.59840627831667
Administration,Masters,Female,Graphic Designer,8131.4322205621065,60265.70230632056,1.5672600900305547,3.0974992584105654,35.1811780167137
Management,College,Male,Manager,5079.164882105648,110041.45395280846,3.7782806944693967,3.724178759650735,61.2600089669679
Operations,Masters,Female,IT,6890.567102516765,64085.21658286485,1.7386546010310857,3.330975280501923,29.946170061964636
Sales,High School,Male,Financial Analyst,7537.686438057755,104691.02327527037,1.7015076687350112,4.707712971511231,24.632886144230092
Sales,PhD,Female,Data Scientist,6785.408670823841,46843.29179341678,1.850151927250483,2.3173894998287423,49.86051350197494
Management,Masters,Female,Graphic Designer,4864.389385851047,77694.29111935628,4.485059991781454,1.4189018846647885,56.48748808744257
Sales,Masters,Male,Financial Analyst,3652.6916656471344,107330.48290369181,2.8351127836790178,3.077864696185885,19.238990831183163
Operations,PhD,Male,Software Engineer,5745.464599614783,88473.0185654439,1.8227721657194298,1.2986522398294142,26.059851679346238
Engineering,High School,Male,Data Scientist,4139.607744464898,105427.18039696809,3.381265911629476,3.9843855647284956,47.375140102925045
Sales,PhD,Male,Manager,8983.866664180163,120353.32118124056,1.4941382250135775,3.766324239515317,19.678956119389323
Operations,Masters,Male,Financial Analyst,9747.450543995878,66982.8215613907,1.9796919276673322,1.902278695956718,27.969968401285993
Engineering,Masters,Female,Graphic Designer,5467.593872415055,96024.96538688948,4.600248374522218,4.44222526528978,64.583262815192
Sales,PhD,Male,Software Engineer,8981.167529141092,100039.42226218084,1.0621641102786321,1.3217877023763331,64.65055947524144
Management,High School,Female,IT,4482.099348334174,102769.04959113343,4.0299955769279014,3.9716399450448727,35.012780712415605
Administration,High School,Female,Graphic Designer,5451.232615347985,78710.21776882319,3.2216202399860694,3.494389850109103,50.76182335131528
Management,Masters,Male,Manager,10946.330014395953,104904.74983225735,3.7986238743034626,2.686713858337318,27.38907279573084
Sales,High School,Female,Marketing Associate,8919.993951296798,122382.09185407903,1.6434206009313876,3.9376675920271893,25.871659571186655
Operations,College,Female,Data Scientist,4448.549875777605,94005.67490399996,3.7657810808294094,3.3685004866865444,31.44083514994019
Sales,High School,Male,Warehouse Associate,8256.637332767797,109759.15826206395,2.4952114739990083,2.0627792764929023,30.144670849500052
Sales,College,Male,Marketing Associate,6323.840370905744,74289.74656377616,1.0212992227522832,3.932236257570403,46.25691788669023
Management,PhD,Female,Warehouse Associate,7260.039456780429,95153.87091009937,3.8234110196237117,1.2336641285047802,41.15551751718805
Engineering,High School,Male,Software Engineer,8317.421781636216,114689.91191588432,2.2204751142102723,3.815910290050751,18.29447822949246
Administration,Masters,Female,IT,8081.719592737394,123132.96322496349,4.70121955554572,1.3643521592332428,56.497437518875074
Operations,Masters,Male,Graphic Designer,8308.093633455685,103272.30557886219,3.0685931156464132,3.17414608224406,39.720156122644305
Engineering,College,Male,Manager,7268.314344978626,48157.930252022976,4.059187465668172,4.011360600740104,29.226909575337636
Sales,High School,Female,Marketing Associate,4965.698701285044,118274.8715019776,4.501393204017416,3.2103368792599873,49.07559547427391
Engineering,High School,Female,Graphic Designer,8120.234798189809,53089.755301651174,4.229908617015284,1.760892545135476,61.224576388500225
Sales,PhD,Male,Financial Analyst,6603.881659283705,129353.02891722758,1.540028058386349,3.6397889147156337,28.78400038470365
Sales,High School,Male,Data Scientist,7127.763987605844,79150.64107487276,1.388026169471702,3.77516344742739,34.107658160770185
Sales,PhD,Female,Driver,8762.244324060413,106059.52960803833,1.5900283897762715,1.271773122532117,43.665099701732174
Sales,High School,Female,Marketing Associate,6461.81063808627,95881.6159125091,3.330783298273536,4.747761791794787,49.25849492923784
Administration,PhD,Female,Data Scientist,7013.7766303436965,98872.17917196672,4.817770496361309,1.1254925000352691,23.92465371836587
Administration,PhD,Male,IT,7335.447843454136,85550.16019492132,4.5326613238923406,3.229116654053299,52.15298164833639
Sales,College,Male,IT,3539.5669236007157,100938.32164046819,2.3368936897637886,3.9512524074999082,36.39960061193186
Operations,Masters,Male,Warehouse Associate,9272.057929967854,75916.39146722353,4.133562100872238,1.1991627798648188,35.52641814057617
Sales,College,Female,Marketing Associate,9310.071228425702,78342.56459268638,1.6257531879306364,4.580010773611853,19.304742877802298
Sales,Masters,Female,Marketing Associate,7511.860985838166,65168.96744913519,3.2723067411614255,3.8065465681633084,64.96686786537116
Management,Masters,Female,Financial Analyst,8637.09309099153,82111.35595166837,1.042210189910036,2.410414175816816,55.569541780605164
Engineering,Masters,Female,Data Scientist,5803.613857770941,69959.71514245144,2.9996409638105237,1.4380346073946781,20.998847712546432
Sales,PhD,Male,Driver,5532.737556466296,64188.84440975894,2.406877658249348,4.869458075175676,63.391656314714695
Management,College,Female,Financial Analyst,2114.1099562273494,93974.5083468076,2.3663917155648297,1.8943040020339845,20.796469102151953
Engineering,College,Male,Financial Analyst,2643.472233655286,93004.89563626866,2.1857996129350044,4.139488292337301,39.707466587972434
Sales,Masters,Female,Data Scientist,4723.253104306599,39781.635891089565,1.9645097568221774,3.9177207444887294,61.550642237648546
Management,College,Male,Manager,3281.285588612653,73260.99639541855,1.4243887477704624,1.2057876924977378,58.75220094543158
Sales,Masters,Female,Sales Associate,9822.197227165083,83940.20699109018,1.2942871832513254,1.8539637503791608,45.30717844328028
Administration,High School,Female,Warehouse Associate,5301.386257562037,78314.81818493486,2.684266782172991,3.497082234217136,31.94351452396913
Operations,College,Female,Data Scientist,2843.830500072748,67721.21457752242,2.006426107653027,1.2746130457604772,46.11099653229698
Sales,PhD,Male,Warehouse Associate,5374.148647919279,91857.06370483518,4.501424340989493,1.9952003510417176,30.473611478055346
Administration,High School,Male,Sales Associate,5641.857547024645,56672.727605968736,3.626669997412007,2.237798722464287,55.51933346813213
Engineering,PhD,Female,Financial Analyst,5300.533850654055,99548.93273437215,1.8623005402956734,3.4773340497587477,19.097007605896145
Management,College,Female,IT,4952.1172543333205,75993.42581959542,2.7568504182332343,4.824235445183562,46.33053700661823
Sales,High School,Male,Driver,6502.937239298295,132347.22397265132,2.806715346772345,4.689924495425049,55.83270234588588
Sales,Masters,Female,Marketing Associate,5663.4514759299145,105904.0139782358,3.2279633424367535,3.2069546342226998,61.82886362242358
Engineering,PhD,Male,Marketing Associate,9492.726544770934,114722.49392060337,4.2246805846863715,2.476792442451876,62.95515258658523
Operations,College,Male,Software Engineer,9660.110204191617,124246.96434925705,3.034599796569458,1.5576797134227442,22.012880762615865
Sales,Masters,Female,Driver,7800.470618276571,126013.37047401728,1.7941271055393555,3.2732120910776543,31.12998849459006
Management,High School,Male,Manager,4011.431114057757,64195.12318938651,4.497080264730945,2.48764692263691,29.621222842790594
Administration,College,Female,Warehouse Associate,4180.663885442033,82850.6839821043,1.805419478315478,4.70432139091798,23.108062935468766
Management,High School,Female,Sales Associate,5258.28774031693,99571.82800393082,3.8268059418498432,3.3883344175280206,29.237584940191923
Management,Masters,Male,Driver,8320.404406130185,112056.49086987352,2.47343057510302,4.781552496258858,31.683112533220857
Operations,Masters,Male,Financial Analyst,3376.3388556263535,91946.80570592631,1.7331171675613404,3.169153172320234,18.59976720522092
Management,College,Male,Graphic Designer,1863.83598206728,65152.12430484887,2.3691807189306378,1.891433587946557,56.65686417190247
Engineering,High School,Female,Data Scientist,8287.847176558398,35058.982240161225,1.167414807131661,4.753820654370856,18.131109475932753
Administration,PhD,Female,Driver,8897.977768265999,74601.479551199,1.6964123279821037,4.595725300730999,52.51392672862549
Management,Masters,Male,Driver,5606.474835548686,147557.49211562236,4.636910106221179,2.460527422389137,18.65071533654857
Management,High School,Female,Graphic Designer,10427.8959766093,50528.65658566408,4.578337479699843,2.49553500542579,39.38419457563546
Administration,College,Male,Manager,5325.805527517696,79053.63513555899,3.682644887836781,4.457495067841087,27.83938661300715
Engineering,High School,Male,Sales Associate,7574.806856797875,129208.1191878838,4.818435447911945,2.983502871843833,27.761566683184945
Management,Masters,Female,Warehouse Associate,4717.396220003815,118724.32086282491,1.1387158895330396,4.91144551790482,41.37864225203728
Operations,PhD,Male,IT,7811.713897668853,81929.29340336267,3.265208432448942,2.1669654477144475,51.14769559157061
Sales,High School,Male,Data Scientist,10289.410390404279,77068.59565605558,3.53419305507996,3.7630200227973822,64.36985365603005
Engineering,College,Female,Manager,7362.952854672072,61882.24476303291,4.78850988659303,2.604226007865218,45.73553494989305
Operations,College,Female,Data Scientist,5408.115294345323,80999.38623493451,1.5014137939984167,2.9897990431683676,25.452520252414544
Management,Masters,Female,Data Scientist,7427.1204917597315,56990.831896080635,1.8997465675787404,1.1492197947555782,48.34189199787607
Sales,Masters,Male,IT,5268.648646126934,62987.50386196048,4.946056394484442,1.1764961443300685,55.09829631274175
Operations,PhD,Male,Software Engineer,9434.323523461953,111497.28733184138,3.71124500392288,2.1918737984010486,26.937083648949702
Engineering,PhD,Male,Marketing Associate,7266.846747045462,115643.15956241793,4.121430706212523,1.4465156695892238,30.98891524253672
Engineering,Masters,Female,Data Scientist,6704.811877008584,121437.7641310736,1.0528523771247342,2.08265044732394,52.71656907451326
Sales,College,Female,Driver,4741.3081513611305,115291.3051072864,4.384014748415414,3.0303160086187364,29.496011935713504
Operations,College,Male,Sales Associate,5002.206967717124,88179.53961985235,3.3321999321179483,2.2190333985075803,48.096785337174495
Operations,Masters,Male,Warehouse Associate,4223.4323805382755,83310.57273988661,3.1523338973242105,3.8036623292608165,29.815749258313996
Sales,PhD,Male,Data Scientist,8184.493279420536,111564.37209926514,1.5399566416437334,1.5192744288058142,61.64497752540737
Management,PhD,Male,Financial Analyst,6366.279096735936,129169.43881586517,4.593486657447535,1.887344889260656,64.67365805053868
Administration,College,Female,Software Engineer,6884.659018350852,94873.90428585693,1.2248921289067285,4.924281748912467,30.72898236769759
Engineering,Masters,Male,Warehouse Associate,7517.448452379636,59908.26190684864,1.227838794465896,4.859929218613019,58.55813842590179
Sales,Masters,Male,Financial Analyst,6213.721768500049,67858.21298175381,3.479649366814693,3.9252020438742474,57.36677195727448
Sales,PhD,Male,Driver,5505.152627121302,52492.40910461553,4.431990139933651,1.7831926549160944,37.18278592272586
Management,High School,Female,Software Engineer,4802.292197546531,76603.5174507771,3.9878843898725314,4.344966877287446,35.29155037553774
Engineering,High School,Female,IT,6710.1692578497405,51564.869341434205,3.215529958999458,3.6838829512299007,31.91182882656708
Administration,PhD,Male,Financial Analyst,8388.253990623049,75916.9577100242,2.715325934553222,2.3396455160392917,35.46482247308559
Engineering,High School,Male,Manager,5578.2390534071965,93853.56439921519,3.6200452965026177,4.011462640758328,39.42978979300349
Sales,High School,Male,Manager,5675.820438342476,90216.953030761,2.4529206394978984,4.371747039147655,22.01551261806342
Operations,Masters,Male,Data Scientist,5893.931514987953,107046.68914300406,1.6667755862579376,2.324726655501491,34.759775091492884
Administration,High School,Male,Sales Associate,5430.68720641389,131960.88544463416,1.080230984677546,1.5007474010697428,40.86950276523145
Administration,High School,Male,Manager,8946.78808455506,141305.66275445026,2.5478406873609862,4.1392836369667245,51.401128725746695
Sales,High School,Male,Software Engineer,6046.848384113484,53691.02222161601,2.3570725588524097,4.417201151110914,64.66024977301834
Operations,College,Male,Financial Analyst,8084.783779211937,79373.10211969164,4.363516966568421,1.0656828165961647,40.36109771731225
