veil-type,gill-attachment,veil-color,ring-number,gill-spacing,gill-size,bruises,stalk-shape,class,stalk-surface-above-ring,stalk-surface-below-ring,ring-type,cap-surface,cap-shape,stalk-root,stalk-color-above-ring,stalk-color-below-ring,population,spore-print-color,habitat,odor,cap-color,gill-color
p,f,w,o,c,b,t,t,p,s,s,e,f,x,r,g,p,v,w,g,n,n,b
p,f,w,o,c,b,t,t,p,s,s,p,f,x,b,w,w,v,w,g,n,n,h
p,f,w,o,c,b,f,e,p,k,k,e,y,x,?,w,p,a,k,g,a,y,b
p,f,w,o,c,n,f,t,p,s,s,l,y,k,e,w,w,v,k,l,y,e,n
p,f,w,o,c,n,f,e,e,s,s,p,s,x,e,w,p,s,h,u,s,e,w
p,f,w,o,c,b,f,t,p,k,s,e,f,k,?,p,w,v,k,l,n,g,p
p,f,w,o,c,n,f,e,p,k,s,l,s,x,c,p,w,v,h,d,n,w,h
p,f,w,o,c,b,t,t,e,s,k,e,f,f,b,w,p,c,n,g,n,n,n
p,f,w,o,c,b,f,t,e,k,s,p,f,k,b,w,e,v,w,w,n,g,h
p,f,w,o,c,n,f,t,e,s,y,l,y,f,?,p,w,y,k,d,f,n,n
p,f,w,o,c,b,t,e,p,s,s,l,y,x,?,w,w,v,h,m,f,g,b
p,f,w,o,c,b,f,e,e,f,s,e,y,x,?,w,w,v,n,d,s,g,o
p,f,w,o,c,b,f,t,p,k,s,l,s,f,b,p,w,y,n,d,n,e,b
p,f,w,o,c,b,f,t,p,k,s,l,s,x,?,p,g,v,k,d,s,g,n
p,f,w,o,c,n,f,t,e,s,s,e,s,x,b,p,w,v,w,d,n,e,h
p,f,w,o,c,b,t,e,e,s,s,p,y,x,b,w,w,y,n,p,y,g,p
p,f,w,o,c,b,t,e,e,s,s,p,f,f,b,w,g,v,h,g,n,w,p
p,f,w,o,c,n,t,t,p,s,s,e,y,f,b,w,w,c,k,l,n,n,b
p,f,w,o,c,b,f,e,p,k,s,l,y,f,e,p,w,v,h,g,n,g,p
p,f,w,o,w,b,f,t,p,s,s,p,s,f,b,w,w,s,k,p,n,y,b
p,f,w,o,c,n,f,t,p,k,s,p,y,x,e,n,w,y,k,d,n,w,w
p,f,w,o,c,b,f,t,e,s,s,p,f,x,b,w,w,v,w,d,n,w,w
p,f,w,o,c,n,f,t,e,k,s,l,y,x,b,w,w,v,n,d,f,n,u
p,f,w,o,c,b,t,t,p,s,k,e,s,x,b,w,p,v,n,d,f,e,b
p,f,w,t,w,b,f,t,e,k,k,p,y,f,e,p,p,v,w,g,n,e,w
p,f,w,o,c,n,t,t,p,s,s,p,y,f,b,w,w,y,w,d,f,w,h
p,f,w,o,c,n,t,t,e,s,f,p,y,k,b,w,w,s,k,l,m,n,w
p,f,w,o,c,b,f,e,p,k,s,p,y,x,e,c,w,v,n,g,a,e,p
p,f,w,o,c,n,f,t,e,k,k,l,s,x,e,p,b,y,k,d,y,y,u
p,f,w,o,c,b,t,t,p,s,k,p,y,x,b,g,b,v,w,d,a,n,g
p,f,w,o,c,b,t,t,p,s,s,e,y,x,b,w,w,v,w,p,a,n,b
p,f,w,o,c,b,t,t,e,s,k,e,s,x,b,g,p,v,k,d,l,n,n
p,f,w,o,w,b,f,e,e,s,s,e,s,b,?,w,w,v,w,g,n,g,p
p,f,w,o,c,b,t,t,p,s,s,e,y,f,b,g,w,a,w,g,n,e,h
p,f,w,o,c,n,f,t,p,s,s,p,s,b,e,w,w,n,k,g,f,w,b
p,f,w,t,w,b,t,t,e,s,k,e,s,k,?,w,n,a,h,p,f,p,k
p,f,w,o,w,b,t,t,p,s,s,e,s,b,?,w,p,a,n,g,n,y,b
p,f,w,o,c,n,f,e,p,s,s,l,s,x,b,p,p,v,k,p,p,n,p
p,f,w,o,c,n,t,e,e,s,s,p,y,f,b,w,w,v,h,g,f,n,n
p,f,w,o,c,n,f,t,e,k,s,l,f,f,b,n,p,v,w,l,n,n,w
p,f,w,t,c,n,f,e,e,k,k,p,y,x,b,n,p,v,o,d,f,p,u
p,f,w,o,c,b,f,t,p,k,k,f,y,f,b,b,p,v,n,d,n,g,g
p,f,w,o,c,n,f,e,e,k,k,l,s,x,b,n,p,v,n,l,n,n,n
p,f,w,o,c,n,f,t,e,y,s,e,y,f,e,n,p,v,k,w,n,g,w
p,a,o,o,c,n,f,e,e,f,s,p,s,f,?,w,w,y,n,d,f,e,g
p,f,w,o,c,b,f,t,e,k,s,p,y,f,b,b,w,c,w,g,n,n,w
p,f,w,o,c,n,f,t,p,s,k,e,f,k,b,g,n,a,u,l,n,n,b
p,f,w,o,c,b,t,t,p,s,s,p,y,x,b,p,p,v,w,d,n,n,p
p,f,w,o,w,b,t,e,e,s,s,p,y,f,b,w,w,y,w,d,l,e,w
p,f,w,o,c,b,f,e,p,k,s,l,y,x,b,w,e,v,h,d,a,n,p
p,f,w,o,c,b,t,e,p,s,s,p,f,x,b,w,w,v,h,d,f,w,n
p,f,w,o,c,b,f,t,p,k,s,p,y,x,?,w,w,n,n,d,y,n,b
p,f,w,o,c,b,t,t,e,s,k,p,y,x,b,w,b,s,n,g,f,g,n
p,f,w,o,w,b,f,t,p,k,s,p,f,x,?,n,o,v,k,d,c,y,p
p,f,w,o,w,b,t,e,p,s,s,p,f,f,b,w,o,v,h,g,n,g,p
p,f,w,n,c,b,t,t,p,s,s,p,f,f,r,o,e,s,k,d,f,e,p
p,f,w,o,c,n,t,t,p,s,s,e,s,k,b,w,w,v,w,p,f,w,h
p,f,w,t,c,b,t,t,e,s,k,p,s,k,b,w,w,c,w,p,n,c,w
p,f,w,o,c,b,f,e,e,y,k,p,f,x,?,n,n,y,h,d,c,g,w
p,f,w,o,w,n,t,t,e,s,k,e,s,b,b,p,w,a,n,m,n,e,p
p,f,w,o,c,n,f,e,p,s,s,p,f,x,b,w,p,v,h,d,n,e,b
p,f,w,o,w,b,t,e,p,s,f,p,f,x,b,w,w,v,h,d,f,e,b
p,f,w,o,c,n,t,e,p,s,s,e,s,x,b,g,w,c,h,g,s,n,b
p,f,w,o,w,n,f,e,e,s,s,e,y,x,?,g,w,v,k,d,n,g,n
p,f,w,o,c,b,f,t,p,k,s,p,y,f,?,w,w,v,k,g,f,e,b
p,f,w,o,c,n,f,e,p,s,s,p,s,x,e,w,p,y,k,g,n,g,h
p,f,w,o,c,b,t,e,p,s,s,p,y,x,b,w,w,y,w,l,s,n,b
p,f,w,o,c,n,f,t,p,s,s,p,s,x,e,w,w,v,k,d,y,e,g
p,f,w,o,c,n,f,t,e,s,y,p,s,x,e,w,c,v,w,l,n,w,u
p,f,w,o,w,b,f,e,e,k,k,p,f,x,?,p,p,v,h,p,n,w,u
p,f,w,o,c,b,f,e,e,f,k,e,s,f,?,w,p,v,h,p,l,n,g
p,f,w,o,c,b,t,e,e,s,f,e,y,k,c,p,w,s,n,w,n,g,h
p,f,w,t,c,n,f,e,e,s,f,e,y,k,?,w,w,v,h,l,f,g,e
p,f,w,o,c,b,f,e,e,s,f,e,s,x,e,o,w,v,n,d,f,w,w
p,f,w,o,c,b,f,t,e,k,k,e,y,x,e,p,b,v,w,g,n,w,n
p,f,w,o,c,b,t,t,e,s,k,p,f,x,b,w,n,v,w,d,n,g,u
p,f,w,n,c,n,f,t,p,s,k,p,s,x,b,w,b,y,k,g,s,n,g
p,f,w,o,w,b,f,e,e,k,s,p,y,f,?,w,w,s,w,d,y,e,n
p,f,w,o,c,b,f,t,e,k,s,p,y,k,?,b,w,v,w,l,f,y,w
p,f,w,o,c,n,f,t,p,k,s,e,s,x,?,n,w,v,n,g,y,b,b
p,f,w,o,c,n,f,e,e,s,s,p,y,k,e,w,w,v,k,l,p,g,w
p,f,w,o,c,n,f,e,p,k,s,p,y,f,?,p,w,n,n,d,s,e,h
p,f,w,o,w,b,t,t,p,s,s,l,f,x,?,w,w,y,k,d,n,n,n
p,f,w,o,c,b,f,t,e,f,s,l,y,f,?,w,p,y,h,g,f,e,w
p,f,w,o,c,b,f,t,e,s,k,l,f,b,e,e,p,y,n,m,f,n,w
p,f,w,o,c,b,t,e,e,s,k,p,f,x,b,w,p,s,w,d,n,w,g
p,f,w,o,c,b,f,e,e,k,k,p,y,k,b,p,p,v,h,l,a,g,w
p,f,w,t,w,b,t,e,e,s,s,e,s,x,b,g,p,v,k,g,n,n,w
p,f,w,o,c,b,f,t,e,s,s,p,y,f,b,w,w,n,k,w,s,n,p
p,f,w,o,c,b,t,t,p,s,s,e,f,x,?,w,p,v,w,d,n,w,p
p,f,w,o,c,b,t,t,e,s,k,l,s,f,c,g,p,y,k,d,f,n,u
p,f,w,t,c,n,f,t,e,s,s,p,y,b,c,w,g,v,k,g,n,w,p
p,f,w,o,c,b,t,e,e,s,k,p,f,x,b,w,p,n,h,d,n,n,h
p,f,w,o,c,n,f,e,p,k,s,e,y,x,?,w,w,v,w,l,a,y,p
p,f,w,o,w,b,t,e,p,s,f,p,s,x,b,w,w,y,n,g,l,e,b
p,f,w,o,c,b,f,e,e,s,s,p,f,x,?,w,w,y,h,d,f,y,k
p,f,w,o,c,b,t,e,e,s,f,p,y,x,c,w,w,v,n,d,f,n,n
p,f,w,o,c,b,t,t,e,s,k,p,f,f,r,w,p,v,k,d,n,n,u
p,f,w,o,c,b,f,t,e,k,s,l,f,x,b,p,p,y,n,p,n,g,w
p,f,w,o,c,n,f,e,e,s,k,l,f,f,?,w,w,y,w,d,n,n,e
p,f,w,n,c,b,f,e,p,k,s,p,f,f,e,w,g,s,h,g,n,e,h
p,f,w,o,c,b,f,e,p,s,s,p,f,f,?,w,w,s,k,d,f,n,h
p,f,w,o,c,b,t,e,e,s,s,p,f,f,b,o,w,n,h,m,n,n,w
p,f,w,o,c,n,f,t,e,s,k,p,f,f,e,w,w,s,k,p,n,e,u
p,f,w,o,c,b,t,t,p,s,k,p,s,f,b,w,w,s,w,d,c,n,b
p,f,w,o,c,n,f,t,e,k,y,p,s,f,?,w,n,c,n,p,n,w,p
p,f,w,o,c,n,f,e,e,s,s,p,f,f,?,w,w,y,k,g,n,w,y
p,f,w,o,c,n,f,e,e,k,k,l,s,x,b,w,w,v,w,d,f,n,u
p,f,w,o,c,n,t,e,e,s,k,e,s,x,r,w,w,v,w,u,f,e,p
p,f,w,o,w,b,t,t,p,s,s,p,f,f,b,w,w,v,k,p,n,e,b
p,f,w,o,c,n,f,e,p,s,s,p,y,f,?,w,p,s,b,g,n,n,b
p,f,w,o,c,b,t,t,p,s,k,l,f,x,b,p,b,y,k,l,f,e,g
p,f,w,o,c,n,f,e,p,f,s,e,s,k,e,w,w,v,n,g,f,n,b
p,f,w,o,c,b,f,e,p,k,s,p,f,x,b,n,w,s,k,d,n,n,b
p,f,w,o,c,b,f,e,e,s,s,e,y,f,?,p,p,v,h,p,n,n,g
p,f,w,o,c,n,f,t,e,k,k,p,s,x,b,w,b,s,w,m,f,w,w
p,f,w,o,w,n,f,t,e,k,k,e,y,x,?,w,p,c,n,g,s,n,p
p,f,w,o,c,b,t,e,p,s,s,e,f,b,b,w,w,v,n,m,n,n,h
p,f,w,o,w,b,t,e,p,s,s,p,y,f,b,o,g,v,h,g,l,u,b
p,f,w,o,c,n,f,t,p,k,s,p,s,f,?,b,p,y,n,d,p,n,b
p,f,w,o,c,b,t,e,p,s,s,p,y,f,b,w,w,y,r,d,f,n,h
p,f,w,t,c,b,t,t,e,s,s,e,y,f,b,o,w,v,w,d,n,w,k
p,f,w,o,c,n,f,t,e,s,s,e,s,f,b,w,w,v,w,p,n,g,u
p,f,w,t,w,b,f,t,e,s,s,e,s,b,?,p,w,v,n,g,n,e,w
p,f,w,o,c,b,f,e,e,f,s,e,y,b,e,w,o,v,h,m,n,y,u
p,f,w,o,c,n,f,e,e,s,y,p,s,f,e,w,n,y,h,g,n,n,g
p,f,w,o,w,b,t,t,e,s,s,p,s,x,c,p,e,y,w,d,a,w,w
p,f,w,o,c,b,t,t,e,s,s,l,y,x,c,w,g,y,w,d,n,e,k
p,f,w,o,c,n,f,t,e,k,s,e,s,f,e,p,w,v,w,d,y,n,p
p,f,w,o,c,b,f,t,p,k,k,l,s,k,?,b,n,y,w,w,f,n,b
p,f,w,o,c,b,f,t,e,k,k,e,f,k,?,p,n,v,h,d,f,n,w
p,f,w,o,c,b,f,t,p,s,s,e,f,x,?,w,w,v,w,p,n,e,b
p,f,w,t,c,b,t,e,p,s,s,l,f,k,b,w,w,y,k,p,n,n,g
p,f,w,t,w,n,f,e,e,k,s,p,s,x,e,p,w,c,h,u,n,g,k
p,f,w,o,c,b,t,e,e,s,s,p,s,f,b,w,p,v,n,p,n,y,w
p,f,w,o,w,b,t,e,p,s,s,p,y,b,?,o,w,v,n,g,y,g,b
p,f,w,o,c,b,f,e,e,s,s,e,s,x,b,g,g,v,k,g,n,g,n
p,f,w,o,c,b,f,e,p,k,k,e,f,f,b,p,w,s,k,d,n,e,p
p,f,w,o,w,b,f,e,e,k,s,p,f,f,?,b,w,v,n,g,n,e,w
p,f,w,o,c,b,t,e,e,s,s,l,y,f,c,w,p,y,w,p,n,e,w
p,f,w,o,c,n,f,e,p,f,s,p,y,f,b,w,o,n,n,p,f,n,b
p,f,w,o,c,n,t,e,p,s,s,l,y,f,e,w,w,v,h,p,p,w,b
p,f,w,o,c,n,f,e,p,s,s,p,s,f,?,p,g,y,n,d,n,e,b
p,f,w,o,c,b,t,t,e,s,f,p,s,k,b,p,w,s,k,l,f,n,w
p,f,w,o,c,b,f,e,p,s,s,l,y,f,b,w,w,y,n,p,f,g,w
p,f,w,o,c,b,t,t,e,s,s,p,f,x,b,w,w,v,k,d,n,y,p
p,f,w,o,c,n,f,t,p,k,s,e,s,b,b,w,w,v,w,g,n,n,b
p,f,w,o,c,b,f,t,e,s,s,e,f,x,?,w,p,a,k,d,n,n,g
p,f,w,o,c,b,t,t,e,s,s,l,y,x,b,o,p,v,w,g,n,e,n
p,f,w,o,c,n,t,t,p,s,s,e,s,x,b,p,w,v,w,g,n,w,h
p,f,w,t,c,b,f,e,p,s,s,p,f,f,b,p,w,y,n,u,n,g,b
p,f,w,o,c,b,f,t,p,k,k,p,s,f,?,b,n,v,n,g,n,e,w
p,f,w,o,c,b,f,t,p,k,s,p,s,f,?,p,w,n,k,p,y,e,b
p,f,w,o,w,b,f,e,e,k,k,l,y,x,b,b,b,y,n,g,n,g,n
p,f,w,o,c,n,f,t,p,s,f,l,s,f,e,w,w,y,w,g,f,n,h
p,f,w,o,c,b,t,e,p,s,s,p,y,x,b,w,w,s,k,u,n,g,b
p,f,w,o,c,b,t,e,e,s,s,e,f,x,b,o,g,a,h,g,n,e,k
p,a,n,o,c,n,f,e,p,s,s,p,y,f,b,w,w,y,w,p,f,y,w
p,f,w,o,c,b,t,t,e,s,k,p,y,b,c,w,b,s,w,l,n,e,u
p,f,w,t,c,b,f,t,e,k,s,p,y,x,?,b,w,s,w,l,f,p,p
p,f,w,o,c,n,f,e,p,k,k,p,f,f,e,b,w,s,h,g,n,g,g
p,f,w,o,c,b,f,t,p,k,f,p,f,x,b,w,w,v,w,d,n,g,b
p,f,w,o,c,b,t,t,p,s,s,p,s,x,c,w,w,v,w,m,f,w,h
p,f,w,o,w,n,f,t,e,k,s,e,y,k,b,w,w,a,w,g,n,y,g
p,f,w,o,c,n,f,e,e,s,k,p,y,f,e,w,n,n,h,l,n,n,n
p,f,w,o,c,b,t,t,p,s,s,e,f,x,r,p,e,v,n,g,f,e,b
p,f,w,t,c,b,t,e,e,s,y,p,y,x,b,w,w,v,w,p,n,n,w
p,f,w,o,c,n,f,t,p,k,s,l,s,k,?,n,w,y,w,w,p,g,h
p,f,w,o,w,b,f,e,e,k,k,p,f,f,?,b,w,y,r,d,f,y,p
p,f,w,o,c,b,f,t,e,k,k,e,f,x,e,w,p,s,w,d,l,g,n
p,f,w,o,c,n,f,t,e,s,s,l,y,b,e,p,g,v,h,m,f,g,p
p,f,w,o,w,n,f,t,e,s,f,e,f,f,e,w,w,v,k,d,n,y,k
p,f,w,o,c,b,t,e,e,s,f,e,f,f,b,w,w,s,n,d,f,n,u
p,f,w,o,c,b,f,t,e,s,y,l,f,f,?,w,w,v,w,w,n,y,p
p,f,w,o,c,b,t,t,e,s,s,p,f,x,b,w,w,y,k,d,n,n,w
p,f,w,o,c,b,t,e,p,s,s,p,y,x,r,p,w,v,h,g,n,g,b
p,f,w,o,c,n,f,t,e,s,s,e,s,f,b,g,p,a,w,g,s,n,n
p,f,w,o,c,b,t,t,p,s,k,e,s,f,c,p,w,v,w,d,p,n,b
p,f,w,o,c,b,f,t,e,s,s,e,f,f,?,e,o,v,w,d,n,g,h
p,f,w,o,c,b,t,t,e,s,f,p,y,f,b,w,w,v,w,d,l,y,n
p,f,w,o,c,b,f,t,p,s,s,e,y,b,e,g,p,v,n,l,s,e,g
p,f,w,o,c,b,t,e,e,s,k,p,y,x,b,w,b,y,k,d,f,y,w
p,a,o,o,c,b,t,e,p,s,s,p,s,x,c,w,g,y,w,p,f,w,h
p,f,w,o,c,b,f,t,e,k,s,e,s,b,?,p,w,v,w,g,a,y,g
p,f,w,o,c,b,f,t,p,s,s,p,s,f,?,w,w,n,n,g,a,w,b
p,f,w,o,c,b,t,t,p,s,s,e,s,f,e,w,g,a,k,w,f,n,w
p,f,w,o,w,b,t,t,e,f,s,p,y,k,b,w,p,c,k,l,l,n,y
p,f,w,o,c,b,t,t,p,s,s,p,y,b,?,w,g,v,w,g,n,g,g
p,f,w,o,c,b,f,e,e,f,f,p,f,x,?,w,w,s,k,d,n,n,p
p,f,w,o,w,b,f,e,p,s,s,l,f,f,b,e,w,y,n,p,n,g,w
p,f,w,o,c,b,f,e,p,k,s,e,y,x,?,w,w,v,n,g,l,n,g
p,f,w,o,c,n,f,e,p,s,k,e,s,x,?,w,n,v,k,d,f,g,p
p,f,w,o,c,n,f,t,p,s,k,p,s,x,e,g,p,v,w,g,f,e,w
p,f,w,o,w,n,f,t,p,s,s,p,f,f,b,g,g,s,w,d,n,y,b
p,f,w,o,c,n,f,e,e,k,s,p,y,f,b,p,w,y,n,g,n,g,w
p,f,w,o,c,n,f,t,p,s,f,l,s,x,e,w,n,v,w,l,n,e,b
p,a,n,o,c,b,t,e,p,s,s,p,f,x,b,o,g,y,h,d,n,n,w
p,f,w,o,c,n,f,e,p,s,s,e,y,x,?,w,o,v,n,d,n,n,g
p,f,w,o,c,n,f,t,e,f,k,p,s,x,?,w,p,y,k,d,n,n,n
p,f,w,o,c,b,f,t,e,s,s,p,s,x,e,g,w,c,n,d,l,w,u
p,f,w,o,w,n,f,t,e,s,k,p,y,k,?,w,w,s,k,l,f,e,p
p,f,w,o,c,b,f,t,p,f,k,l,y,f,?,w,n,y,w,d,l,g,b
p,f,w,o,c,b,f,t,e,s,y,p,s,f,?,w,n,s,w,p,s,b,w
p,f,w,o,c,n,t,e,p,s,k,p,y,k,c,p,b,s,h,g,l,e,b
p,f,w,o,c,n,f,t,p,k,s,p,y,x,?,n,g,s,n,g,f,g,p
p,f,w,o,c,b,f,t,e,s,k,p,s,x,?,w,w,v,k,d,a,y,u
p,f,w,o,c,n,f,t,e,k,y,e,s,f,b,w,n,v,n,g,f,y,w
p,f,w,o,c,n,f,t,p,k,s,p,s,k,b,p,w,s,n,l,c,y,p
p,f,w,o,c,b,f,e,e,k,f,e,y,x,b,n,w,s,h,d,s,y,u
p,f,w,o,c,n,f,e,e,s,k,l,s,k,b,w,p,y,w,l,f,g,k
p,f,w,t,c,b,t,t,e,s,f,p,y,f,c,w,w,s,k,l,f,p,n
p,f,w,o,c,b,t,t,p,s,k,l,y,x,b,o,p,y,w,d,f,w,h
p,f,w,o,c,n,f,t,e,k,s,e,s,x,b,b,w,v,w,p,f,y,w
p,f,w,o,c,n,f,t,p,k,s,e,y,f,e,p,w,v,n,g,f,w,h
p,a,o,o,c,b,f,e,e,s,s,p,y,b,e,p,p,s,w,g,n,n,n
p,f,w,o,w,b,t,e,p,s,s,e,s,x,b,w,w,v,w,w,a,w,h
p,f,w,o,c,n,f,e,e,s,s,p,s,x,?,p,w,n,k,d,p,e,w
p,f,w,o,c,n,f,t,e,k,k,e,f,x,e,p,w,v,n,d,n,g,u
p,f,w,o,c,b,f,t,p,s,s,p,y,f,?,w,g,v,w,d,f,w,p
p,f,w,o,c,b,f,t,e,s,f,p,y,f,?,p,w,v,w,u,n,n,w
p,f,w,t,c,b,f,e,e,k,s,e,y,k,?,w,p,v,h,d,n,e,p
p,f,w,o,c,n,f,t,p,s,k,l,y,x,b,e,n,v,n,l,f,n,b
p,f,w,o,c,n,f,e,p,k,s,p,y,k,b,p,p,v,w,l,n,n,b
p,f,w,o,c,b,t,e,e,s,f,l,s,f,b,w,w,v,k,d,l,n,n
p,f,w,o,c,b,f,t,e,s,s,p,s,x,?,w,w,v,w,d,n,e,w
p,f,w,o,c,n,f,t,p,k,s,e,y,f,?,n,p,a,u,d,y,g,b
p,f,w,o,c,n,f,t,e,k,f,e,s,f,b,b,w,v,w,u,f,n,w
p,f,w,o,c,n,f,t,p,f,s,p,y,f,?,w,g,v,w,g,f,y,h
p,f,w,o,w,n,f,e,e,k,f,l,s,f,e,n,w,v,h,d,y,e,w
p,f,w,o,c,b,f,t,e,s,s,e,s,f,e,w,g,c,k,g,n,g,n
p,f,w,o,c,b,t,t,e,s,s,l,y,f,b,w,w,y,k,g,f,e,p
p,f,w,o,c,b,f,t,e,k,k,e,y,f,e,n,n,v,w,d,s,e,p
p,f,w,o,c,n,f,t,e,k,y,e,s,x,?,p,w,v,k,d,f,y,p
p,f,w,o,w,n,f,e,e,s,k,p,s,k,?,g,w,s,k,d,s,g,g
p,f,w,o,c,b,t,e,e,s,f,e,y,f,b,p,w,v,h,d,n,n,w
p,f,w,o,c,n,f,t,e,k,k,p,s,x,?,w,b,n,k,g,l,n,p
p,f,w,o,c,b,f,e,e,k,s,e,s,f,?,p,w,v,n,d,p,y,n
p,f,w,t,c,b,t,e,e,s,s,p,y,k,r,w,w,y,n,p,n,w,o
p,f,w,o,c,n,f,t,p,s,f,e,y,f,b,p,w,v,n,d,s,g,b
p,f,w,o,c,b,t,t,e,s,s,p,y,f,b,w,g,v,w,l,f,n,n
p,f,w,o,c,b,t,e,p,s,s,n,y,f,c,w,p,c,n,d,s,n,b
p,f,w,o,c,b,f,t,p,s,s,p,s,k,?,w,w,y,k,d,n,y,b
p,f,w,t,c,n,f,t,e,k,k,e,f,f,?,p,n,v,w,d,n,p,u
p,f,w,o,c,n,f,e,e,s,s,p,y,x,b,w,w,s,w,d,f,e,n
p,f,w,o,w,b,t,e,p,s,k,p,f,f,b,w,n,s,n,g,n,y,g
p,f,w,o,c,b,t,e,p,s,k,p,y,x,b,w,p,y,w,d,n,r,b
p,f,w,o,w,b,t,t,e,s,k,e,s,f,b,p,n,a,w,p,a,e,u
p,f,w,o,w,b,f,t,p,s,s,e,y,x,b,w,g,a,n,g,l,w,p
p,f,w,o,c,n,f,t,e,s,s,p,s,x,?,p,w,y,h,d,n,e,p
p,f,w,o,c,b,t,t,p,s,f,e,s,f,b,e,w,v,n,g,n,w,w
p,f,w,o,c,b,f,e,p,k,s,l,y,x,?,c,o,y,h,g,n,n,w
p,f,w,o,w,b,t,e,e,s,s,p,y,x,b,g,p,y,h,g,n,n,p
p,f,w,o,c,b,f,e,p,k,s,e,f,x,b,p,w,v,k,g,n,n,b
p,f,w,o,c,b,f,t,p,s,s,p,y,x,e,w,g,n,w,d,n,y,b
p,f,w,o,c,b,f,e,p,k,f,e,f,x,?,p,w,c,k,g,f,g,g
p,f,w,t,c,b,f,e,e,s,s,p,f,f,b,w,g,y,h,g,n,b,p
p,f,w,o,c,n,f,e,e,k,k,p,s,f,b,w,n,s,w,d,n,n,u
p,f,w,o,c,n,f,e,p,k,s,e,y,f,b,w,w,v,h,u,n,g,h
p,f,w,o,c,b,t,t,p,s,k,l,y,f,b,w,w,y,k,d,p,y,b
p,f,w,o,c,n,f,t,p,s,s,p,y,k,e,w,p,n,w,p,f,e,b
p,f,w,o,c,n,f,e,p,s,s,p,s,f,?,w,g,v,n,d,a,g,b
p,f,w,o,c,b,t,t,e,s,s,e,s,x,b,w,w,v,n,d,n,g,n
p,f,w,o,c,n,f,t,e,k,s,p,y,f,?,p,w,y,k,d,n,w,u
p,f,w,o,w,b,t,t,e,s,s,e,s,x,b,w,p,v,w,g,c,g,p
p,f,w,o,c,b,t,e,e,s,s,p,y,f,b,w,w,v,h,g,f,y,p
p,f,w,o,c,b,t,e,e,s,s,p,s,f,b,p,w,s,r,l,n,g,h
p,f,w,o,c,b,t,e,p,s,s,p,y,x,b,w,g,v,n,d,f,n,k
p,f,w,o,c,b,t,t,e,s,s,e,f,x,r,w,p,v,k,p,n,e,h
p,f,w,o,c,n,f,e,e,k,s,e,y,f,?,n,w,v,h,p,n,y,n
p,f,w,o,c,b,f,t,p,s,k,p,y,f,e,w,p,v,k,d,n,n,n
p,f,w,o,c,b,f,e,p,k,s,e,f,f,b,n,p,v,w,p,n,n,h
p,f,w,o,c,b,f,e,e,k,s,p,s,f,b,b,w,n,w,d,f,n,e
p,f,w,o,c,n,f,t,e,k,k,e,s,x,b,p,n,s,n,d,l,p,u
p,f,w,o,c,n,t,t,p,f,k,p,y,k,?,w,p,v,w,g,f,g,p
p,a,o,o,c,b,t,e,e,s,s,p,y,f,b,w,w,v,h,d,y,g,p
p,f,w,o,c,n,f,t,p,s,k,l,y,f,b,w,w,y,k,d,y,w,h
p,f,w,t,c,b,t,t,e,s,s,p,y,k,r,w,w,s,k,l,f,b,n
p,f,w,o,c,b,t,t,e,s,f,e,y,f,b,p,w,v,k,g,f,e,w
p,f,w,o,c,b,f,t,e,s,s,e,f,x,b,p,w,c,k,d,n,y,u
p,a,n,o,c,b,f,e,p,k,s,p,s,b,?,w,w,n,w,l,s,n,b
p,f,w,o,c,b,f,e,e,s,k,e,f,x,e,w,b,v,k,d,n,g,w
p,f,w,o,c,b,t,t,p,s,k,p,f,f,b,w,p,s,w,p,n,y,b
p,f,w,o,c,b,f,t,e,s,s,l,y,x,?,p,w,v,n,d,a,g,k
p,f,w,o,w,b,f,e,p,k,s,e,y,f,?,n,w,s,n,g,a,g,b
p,f,w,o,c,b,f,t,e,k,s,p,f,f,?,b,w,v,k,p,c,g,u
p,f,w,o,c,b,t,e,e,s,s,p,s,f,c,w,p,s,h,g,f,n,w
p,f,w,o,c,b,f,t,e,k,f,p,s,f,b,b,w,y,k,g,f,y,w
p,f,w,o,c,n,f,t,e,s,k,p,s,f,b,w,n,s,w,g,y,n,h
p,f,w,o,c,b,f,t,e,k,s,p,f,f,?,w,w,v,w,g,n,y,p
p,f,w,o,c,b,t,e,e,s,k,p,y,b,b,w,w,y,h,g,n,y,k
p,f,w,o,c,n,f,t,p,k,s,l,f,f,?,w,p,v,k,g,n,w,h
p,f,w,o,c,b,t,t,e,s,s,e,f,x,c,w,w,a,n,d,n,n,o
p,f,w,o,w,b,t,t,p,s,s,e,f,f,b,w,w,v,k,g,n,y,w
p,f,w,o,c,n,f,e,e,k,f,l,y,b,b,p,w,y,h,m,n,n,w
p,f,w,o,c,b,t,t,p,s,f,e,y,f,r,w,w,v,w,p,m,g,h
p,f,w,o,c,n,f,e,e,k,k,e,y,x,?,p,n,v,k,g,f,e,w
p,f,w,o,c,b,t,e,e,s,k,e,s,f,c,w,b,v,w,p,f,n,g
p,f,w,o,c,n,f,e,e,k,s,p,s,f,?,p,w,s,w,d,y,y,n
p,f,w,o,c,b,t,e,p,s,s,l,y,x,b,w,w,y,h,d,n,e,g
p,f,w,o,c,b,t,e,p,f,k,p,f,k,c,w,n,v,n,l,f,n,u
p,f,w,o,c,b,f,t,e,s,s,l,y,f,b,p,w,v,k,d,f,p,n
